Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Year	Year Code	Mother's Weight Gain Recode	Mother's Weight Gain Recode Code	Births
	"New York County, NY"	36061	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	41
	"New York County, NY"	36061	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	63
	"New York County, NY"	36061	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	60
	"New York County, NY"	36061	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	40
	"New York County, NY"	36061	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	29
	"New York County, NY"	36061	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	44
	"New York County, NY"	36061	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	77
	"New York County, NY"	36061	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	76
	"New York County, NY"	36061	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	36
	"New York County, NY"	36061	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	21
	"New York County, NY"	36061	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	39
	"New York County, NY"	36061	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	62
	"New York County, NY"	36061	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	73
	"New York County, NY"	36061	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	40
	"New York County, NY"	36061	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	24
	"New York County, NY"	36061	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	42
	"New York County, NY"	36061	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	70
	"New York County, NY"	36061	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	87
	"New York County, NY"	36061	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	27
	"New York County, NY"	36061	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	16
	"New York County, NY"	36061	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	47
	"New York County, NY"	36061	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	78
	"New York County, NY"	36061	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	72
	"New York County, NY"	36061	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	35
	"New York County, NY"	36061	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	28
	"New York County, NY"	36061	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	44
	"New York County, NY"	36061	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	72
	"New York County, NY"	36061	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	80
	"New York County, NY"	36061	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	47
	"New York County, NY"	36061	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	27
	"New York County, NY"	36061	White	2106-3	2016	2016	Less than 11 pounds	1	34
	"New York County, NY"	36061	White	2106-3	2016	2016	11 to 20 pounds	2	98
	"New York County, NY"	36061	White	2106-3	2016	2016	21 to 30 pounds	3	185
	"New York County, NY"	36061	White	2106-3	2016	2016	31 to 40 pounds	4	92
	"New York County, NY"	36061	White	2106-3	2016	2016	41 to 98 pounds	5	44
	"New York County, NY"	36061	White	2106-3	2017	2017	Less than 11 pounds	1	52
	"New York County, NY"	36061	White	2106-3	2017	2017	11 to 20 pounds	2	115
	"New York County, NY"	36061	White	2106-3	2017	2017	21 to 30 pounds	3	204
	"New York County, NY"	36061	White	2106-3	2017	2017	31 to 40 pounds	4	143
	"New York County, NY"	36061	White	2106-3	2017	2017	41 to 98 pounds	5	35
	"New York County, NY"	36061	White	2106-3	2018	2018	Less than 11 pounds	1	44
	"New York County, NY"	36061	White	2106-3	2018	2018	11 to 20 pounds	2	145
	"New York County, NY"	36061	White	2106-3	2018	2018	21 to 30 pounds	3	211
	"New York County, NY"	36061	White	2106-3	2018	2018	31 to 40 pounds	4	116
	"New York County, NY"	36061	White	2106-3	2018	2018	41 to 98 pounds	5	42
	"New York County, NY"	36061	White	2106-3	2019	2019	Less than 11 pounds	1	44
	"New York County, NY"	36061	White	2106-3	2019	2019	11 to 20 pounds	2	123
	"New York County, NY"	36061	White	2106-3	2019	2019	21 to 30 pounds	3	192
	"New York County, NY"	36061	White	2106-3	2019	2019	31 to 40 pounds	4	97
	"New York County, NY"	36061	White	2106-3	2019	2019	41 to 98 pounds	5	51
	"New York County, NY"	36061	White	2106-3	2020	2020	Less than 11 pounds	1	45
	"New York County, NY"	36061	White	2106-3	2020	2020	11 to 20 pounds	2	109
	"New York County, NY"	36061	White	2106-3	2020	2020	21 to 30 pounds	3	176
	"New York County, NY"	36061	White	2106-3	2020	2020	31 to 40 pounds	4	97
	"New York County, NY"	36061	White	2106-3	2020	2020	41 to 98 pounds	5	43
	"New York County, NY"	36061	White	2106-3	2021	2021	Less than 11 pounds	1	56
	"New York County, NY"	36061	White	2106-3	2021	2021	11 to 20 pounds	2	120
	"New York County, NY"	36061	White	2106-3	2021	2021	21 to 30 pounds	3	166
	"New York County, NY"	36061	White	2106-3	2021	2021	31 to 40 pounds	4	85
	"New York County, NY"	36061	White	2106-3	2021	2021	41 to 98 pounds	5	32
	"Niagara County, NY"	36063	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2016	2016	Less than 11 pounds	1	22
	"Niagara County, NY"	36063	White	2106-3	2016	2016	11 to 20 pounds	2	18
	"Niagara County, NY"	36063	White	2106-3	2016	2016	21 to 30 pounds	3	14
	"Niagara County, NY"	36063	White	2106-3	2016	2016	31 to 40 pounds	4	14
	"Niagara County, NY"	36063	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2017	2017	Less than 11 pounds	1	16
	"Niagara County, NY"	36063	White	2106-3	2017	2017	11 to 20 pounds	2	27
	"Niagara County, NY"	36063	White	2106-3	2017	2017	21 to 30 pounds	3	31
	"Niagara County, NY"	36063	White	2106-3	2017	2017	31 to 40 pounds	4	14
	"Niagara County, NY"	36063	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2018	2018	Less than 11 pounds	1	18
	"Niagara County, NY"	36063	White	2106-3	2018	2018	11 to 20 pounds	2	21
	"Niagara County, NY"	36063	White	2106-3	2018	2018	21 to 30 pounds	3	23
	"Niagara County, NY"	36063	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2018	2018	41 to 98 pounds	5	10
	"Niagara County, NY"	36063	White	2106-3	2019	2019	Less than 11 pounds	1	10
	"Niagara County, NY"	36063	White	2106-3	2019	2019	11 to 20 pounds	2	25
	"Niagara County, NY"	36063	White	2106-3	2019	2019	21 to 30 pounds	3	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2019	2019	31 to 40 pounds	4	15
	"Niagara County, NY"	36063	White	2106-3	2019	2019	41 to 98 pounds	5	11
	"Niagara County, NY"	36063	White	2106-3	2020	2020	Less than 11 pounds	1	12
	"Niagara County, NY"	36063	White	2106-3	2020	2020	11 to 20 pounds	2	15
	"Niagara County, NY"	36063	White	2106-3	2020	2020	21 to 30 pounds	3	14
	"Niagara County, NY"	36063	White	2106-3	2020	2020	31 to 40 pounds	4	12
	"Niagara County, NY"	36063	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2021	2021	Less than 11 pounds	1	Suppressed
	"Niagara County, NY"	36063	White	2106-3	2021	2021	11 to 20 pounds	2	27
	"Niagara County, NY"	36063	White	2106-3	2021	2021	21 to 30 pounds	3	33
	"Niagara County, NY"	36063	White	2106-3	2021	2021	31 to 40 pounds	4	11
	"Niagara County, NY"	36063	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	12
	"Oneida County, NY"	36065	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	12
	"Oneida County, NY"	36065	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	10
	"Oneida County, NY"	36065	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	10
	"Oneida County, NY"	36065	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	White	2106-3	2016	2016	Less than 11 pounds	1	19
	"Oneida County, NY"	36065	White	2106-3	2016	2016	11 to 20 pounds	2	17
	"Oneida County, NY"	36065	White	2106-3	2016	2016	21 to 30 pounds	3	25
	"Oneida County, NY"	36065	White	2106-3	2016	2016	31 to 40 pounds	4	24
	"Oneida County, NY"	36065	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	White	2106-3	2017	2017	Less than 11 pounds	1	16
	"Oneida County, NY"	36065	White	2106-3	2017	2017	11 to 20 pounds	2	28
	"Oneida County, NY"	36065	White	2106-3	2017	2017	21 to 30 pounds	3	26
	"Oneida County, NY"	36065	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Oneida County, NY"	36065	White	2106-3	2017	2017	41 to 98 pounds	5	11
	"Oneida County, NY"	36065	White	2106-3	2018	2018	Less than 11 pounds	1	18
	"Oneida County, NY"	36065	White	2106-3	2018	2018	11 to 20 pounds	2	28
	"Oneida County, NY"	36065	White	2106-3	2018	2018	21 to 30 pounds	3	18
	"Oneida County, NY"	36065	White	2106-3	2018	2018	31 to 40 pounds	4	10
	"Oneida County, NY"	36065	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	White	2106-3	2019	2019	Less than 11 pounds	1	22
	"Oneida County, NY"	36065	White	2106-3	2019	2019	11 to 20 pounds	2	22
	"Oneida County, NY"	36065	White	2106-3	2019	2019	21 to 30 pounds	3	24
	"Oneida County, NY"	36065	White	2106-3	2019	2019	31 to 40 pounds	4	18
	"Oneida County, NY"	36065	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Oneida County, NY"	36065	White	2106-3	2020	2020	Less than 11 pounds	1	26
	"Oneida County, NY"	36065	White	2106-3	2020	2020	11 to 20 pounds	2	36
	"Oneida County, NY"	36065	White	2106-3	2020	2020	21 to 30 pounds	3	30
	"Oneida County, NY"	36065	White	2106-3	2020	2020	31 to 40 pounds	4	16
