Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Year	Year Code	Mother's Weight Gain Recode	Mother's Weight Gain Recode Code	Births
	"Ontario County, NY"	36069	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2016	2016	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2016	2016	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2016	2016	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2016	2016	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2017	2017	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2017	2017	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2017	2017	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2018	2018	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2018	2018	11 to 20 pounds	2	13
	"Ontario County, NY"	36069	White	2106-3	2018	2018	21 to 30 pounds	3	18
	"Ontario County, NY"	36069	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2019	2019	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2019	2019	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2019	2019	21 to 30 pounds	3	12
	"Ontario County, NY"	36069	White	2106-3	2019	2019	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2020	2020	Less than 11 pounds	1	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2020	2020	11 to 20 pounds	2	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2020	2020	21 to 30 pounds	3	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2020	2020	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2021	2021	Less than 11 pounds	1	11
	"Ontario County, NY"	36069	White	2106-3	2021	2021	11 to 20 pounds	2	13
	"Ontario County, NY"	36069	White	2106-3	2021	2021	21 to 30 pounds	3	13
	"Ontario County, NY"	36069	White	2106-3	2021	2021	31 to 40 pounds	4	Suppressed
	"Ontario County, NY"	36069	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	15
	"Orange County, NY"	36071	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	13
	"Orange County, NY"	36071	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	12
	"Orange County, NY"	36071	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	14
	"Orange County, NY"	36071	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	16
	"Orange County, NY"	36071	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	11
	"Orange County, NY"	36071	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	13
	"Orange County, NY"	36071	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	15
	"Orange County, NY"	36071	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	18
	"Orange County, NY"	36071	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	14
	"Orange County, NY"	36071	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	15
	"Orange County, NY"	36071	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	22
	"Orange County, NY"	36071	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	11
	"Orange County, NY"	36071	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	20
	"Orange County, NY"	36071	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	15
	"Orange County, NY"	36071	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	White	2106-3	2016	2016	Less than 11 pounds	1	15
	"Orange County, NY"	36071	White	2106-3	2016	2016	11 to 20 pounds	2	65
	"Orange County, NY"	36071	White	2106-3	2016	2016	21 to 30 pounds	3	48
	"Orange County, NY"	36071	White	2106-3	2016	2016	31 to 40 pounds	4	16
	"Orange County, NY"	36071	White	2106-3	2016	2016	41 to 98 pounds	5	14
	"Orange County, NY"	36071	White	2106-3	2017	2017	Less than 11 pounds	1	20
	"Orange County, NY"	36071	White	2106-3	2017	2017	11 to 20 pounds	2	51
	"Orange County, NY"	36071	White	2106-3	2017	2017	21 to 30 pounds	3	50
	"Orange County, NY"	36071	White	2106-3	2017	2017	31 to 40 pounds	4	17
	"Orange County, NY"	36071	White	2106-3	2017	2017	41 to 98 pounds	5	12
	"Orange County, NY"	36071	White	2106-3	2018	2018	Less than 11 pounds	1	31
	"Orange County, NY"	36071	White	2106-3	2018	2018	11 to 20 pounds	2	51
	"Orange County, NY"	36071	White	2106-3	2018	2018	21 to 30 pounds	3	65
	"Orange County, NY"	36071	White	2106-3	2018	2018	31 to 40 pounds	4	26
	"Orange County, NY"	36071	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Orange County, NY"	36071	White	2106-3	2019	2019	Less than 11 pounds	1	30
	"Orange County, NY"	36071	White	2106-3	2019	2019	11 to 20 pounds	2	76
	"Orange County, NY"	36071	White	2106-3	2019	2019	21 to 30 pounds	3	53
	"Orange County, NY"	36071	White	2106-3	2019	2019	31 to 40 pounds	4	19
	"Orange County, NY"	36071	White	2106-3	2019	2019	41 to 98 pounds	5	10
	"Orange County, NY"	36071	White	2106-3	2020	2020	Less than 11 pounds	1	23
	"Orange County, NY"	36071	White	2106-3	2020	2020	11 to 20 pounds	2	55
	"Orange County, NY"	36071	White	2106-3	2020	2020	21 to 30 pounds	3	65
	"Orange County, NY"	36071	White	2106-3	2020	2020	31 to 40 pounds	4	25
	"Orange County, NY"	36071	White	2106-3	2020	2020	41 to 98 pounds	5	17
	"Orange County, NY"	36071	White	2106-3	2021	2021	Less than 11 pounds	1	36
	"Orange County, NY"	36071	White	2106-3	2021	2021	11 to 20 pounds	2	70
	"Orange County, NY"	36071	White	2106-3	2021	2021	21 to 30 pounds	3	64
	"Orange County, NY"	36071	White	2106-3	2021	2021	31 to 40 pounds	4	28
	"Orange County, NY"	36071	White	2106-3	2021	2021	41 to 98 pounds	5	13
	"Oswego County, NY"	36075	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2016	2016	Less than 11 pounds	1	19
	"Oswego County, NY"	36075	White	2106-3	2016	2016	11 to 20 pounds	2	18
	"Oswego County, NY"	36075	White	2106-3	2016	2016	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2016	2016	31 to 40 pounds	4	14
	"Oswego County, NY"	36075	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2017	2017	Less than 11 pounds	1	17
	"Oswego County, NY"	36075	White	2106-3	2017	2017	11 to 20 pounds	2	21
	"Oswego County, NY"	36075	White	2106-3	2017	2017	21 to 30 pounds	3	13
	"Oswego County, NY"	36075	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2018	2018	Less than 11 pounds	1	10
	"Oswego County, NY"	36075	White	2106-3	2018	2018	11 to 20 pounds	2	17
	"Oswego County, NY"	36075	White	2106-3	2018	2018	21 to 30 pounds	3	13
	"Oswego County, NY"	36075	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2019	2019	Less than 11 pounds	1	21
	"Oswego County, NY"	36075	White	2106-3	2019	2019	11 to 20 pounds	2	10
	"Oswego County, NY"	36075	White	2106-3	2019	2019	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2019	2019	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2020	2020	Less than 11 pounds	1	15
	"Oswego County, NY"	36075	White	2106-3	2020	2020	11 to 20 pounds	2	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2020	2020	21 to 30 pounds	3	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2020	2020	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2021	2021	Less than 11 pounds	1	21
	"Oswego County, NY"	36075	White	2106-3	2021	2021	11 to 20 pounds	2	20
	"Oswego County, NY"	36075	White	2106-3	2021	2021	21 to 30 pounds	3	23
	"Oswego County, NY"	36075	White	2106-3	2021	2021	31 to 40 pounds	4	Suppressed
	"Oswego County, NY"	36075	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Queens County, NY"	36081	Asian	A	2016	2016	Less than 11 pounds	1	93
	"Queens County, NY"	36081	Asian	A	2016	2016	11 to 20 pounds	2	223
	"Queens County, NY"	36081	Asian	A	2016	2016	21 to 30 pounds	3	217
	"Queens County, NY"	36081	Asian	A	2016	2016	31 to 40 pounds	4	140
	"Queens County, NY"	36081	Asian	A	2016	2016	41 to 98 pounds	5	44
	"Queens County, NY"	36081	Asian	A	2017	2017	Less than 11 pounds	1	97
	"Queens County, NY"	36081	Asian	A	2017	2017	11 to 20 pounds	2	185
	"Queens County, NY"	36081	Asian	A	2017	2017	21 to 30 pounds	3	261
	"Queens County, NY"	36081	Asian	A	2017	2017	31 to 40 pounds	4	131
	"Queens County, NY"	36081	Asian	A	2017	2017	41 to 98 pounds	5	44
	"Queens County, NY"	36081	Asian	A	2018	2018	Less than 11 pounds	1	108
	"Queens County, NY"	36081	Asian	A	2018	2018	11 to 20 pounds	2	181
	"Queens County, NY"	36081	Asian	A	2018	2018	21 to 30 pounds	3	226
	"Queens County, NY"	36081	Asian	A	2018	2018	31 to 40 pounds	4	113
	"Queens County, NY"	36081	Asian	A	2018	2018	41 to 98 pounds	5	42
	"Queens County, NY"	36081	Asian	A	2019	2019	Less than 11 pounds	1	92
	"Queens County, NY"	36081	Asian	A	2019	2019	11 to 20 pounds	2	205
	"Queens County, NY"	36081	Asian	A	2019	2019	21 to 30 pounds	3	222
	"Queens County, NY"	36081	Asian	A	2019	2019	31 to 40 pounds	4	120
	"Queens County, NY"	36081	Asian	A	2019	2019	41 to 98 pounds	5	40
	"Queens County, NY"	36081	Asian	A	2020	2020	Less than 11 pounds	1	100
	"Queens County, NY"	36081	Asian	A	2020	2020	11 to 20 pounds	2	167
	"Queens County, NY"	36081	Asian	A	2020	2020	21 to 30 pounds	3	190
	"Queens County, NY"	36081	Asian	A	2020	2020	31 to 40 pounds	4	89
	"Queens County, NY"	36081	Asian	A	2020	2020	41 to 98 pounds	5	32
	"Queens County, NY"	36081	Asian	A	2021	2021	Less than 11 pounds	1	75
	"Queens County, NY"	36081	Asian	A	2021	2021	11 to 20 pounds	2	188
	"Queens County, NY"	36081	Asian	A	2021	2021	21 to 30 pounds	3	194
	"Queens County, NY"	36081	Asian	A	2021	2021	31 to 40 pounds	4	84
	"Queens County, NY"	36081	Asian	A	2021	2021	41 to 98 pounds	5	43
	"Queens County, NY"	36081	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	81
	"Queens County, NY"	36081	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	137
	"Queens County, NY"	36081	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	146
	"Queens County, NY"	36081	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	78
	"Queens County, NY"	36081	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	71
	"Queens County, NY"	36081	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	91
	"Queens County, NY"	36081	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	144
	"Queens County, NY"	36081	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	133
	"Queens County, NY"	36081	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	84
	"Queens County, NY"	36081	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	43
	"Queens County, NY"	36081	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	96
	"Queens County, NY"	36081	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	144
	"Queens County, NY"	36081	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	118
	"Queens County, NY"	36081	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	83
	"Queens County, NY"	36081	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	56
	"Queens County, NY"	36081	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	79
	"Queens County, NY"	36081	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	141
	"Queens County, NY"	36081	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	138
	"Queens County, NY"	36081	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	90
	"Queens County, NY"	36081	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	41
	"Queens County, NY"	36081	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	77
	"Queens County, NY"	36081	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	116
	"Queens County, NY"	36081	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	114
	"Queens County, NY"	36081	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	80
