Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2016	2016	16
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2017	2017	18
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2018	2018	22
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2019	2019	16
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	22
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2021	2021	26
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2016	2016	73
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2017	2017	84
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2018	2018	75
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2019	2019	78
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	78
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2021	2021	68
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2016	2016	117
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2017	2017	112
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2018	2018	126
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2019	2019	144
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	117
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2021	2021	133
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2016	2016	63
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2017	2017	72
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2018	2018	84
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2019	2019	64
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	69
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2021	2021	65
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2016	2016	13
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2017	2017	16
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2018	2018	21
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2019	2019	11
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	13
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2021	2021	27
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	11
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2019	2019	14
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	12
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2021	2021	10
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2016	2016	27
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2017	2017	34
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2018	2018	28
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2019	2019	36
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	45
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2021	2021	39
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2016	2016	150
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2017	2017	147
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2018	2018	143
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2019	2019	194
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	166
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2021	2021	158
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2016	2016	298
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2017	2017	324
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2018	2018	334
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2019	2019	364
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	351
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2021	2021	389
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2016	2016	236
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2017	2017	248
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2018	2018	216
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2019	2019	245
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	233
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2021	2021	256
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2016	2016	48
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2017	2017	69
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2018	2018	51
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2019	2019	54
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	51
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2021	2021	53
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2016	2016	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2017	2017	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2018	2018	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2019	2019	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2016	2016	15
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2017	2017	14
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2018	2018	15
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2019	2019	14
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	11
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2021	2021	Suppressed
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2016	2016	52
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2017	2017	46
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2018	2018	38
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2019	2019	50
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	51
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2021	2021	52
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2016	2016	68
	"Unidentified Counties, NY"	36999	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2017	2017	74
