Year,Table,County,Mother's Race,Number of Live Births
2010,9,Fulton,Other Non-Hisp,11
2010,9,Fulton,White Only Hispanic,18
2010,9,Fulton,Black Only Hispanic,2
2010,9,Fulton,Total Non-Hispanic,528
2010,9,Fulton,Total Hispanic,27
2010,9,Genesee,Total,649
2010,9,Genesee,White Only Non-Hisp,577
2010,9,Genesee,Black Only Non-Hisp,20
2010,9,Genesee,Other Non-Hisp,26
2010,9,Genesee,White Only Hispanic,18
2010,9,Genesee,Black Only Hispanic,2
2010,9,Genesee,Total Non-Hispanic,623
2010,9,Genesee,Total Hispanic,26
2010,9,Greene,Total,461
2010,9,Greene,White Only Non-Hisp,403
2010,9,Greene,Black Only Non-Hisp,14
2010,9,Greene,Other Non-Hisp,15
2010,9,Greene,White Only Hispanic,13
2010,9,Greene,Black Only Hispanic,3
2010,9,Greene,Total Non-Hispanic,432
2010,9,Greene,Total Hispanic,29
2010,9,Hamilton/Essex,Total,371
2010,9,Hamilton/Essex,White Only Non-Hisp,362
2010,9,Hamilton/Essex,Black Only Non-Hisp,0
2010,9,Hamilton/Essex,Other Non-Hisp,5
2010,9,Hamilton/Essex,White Only Hispanic,2
2010,9,Hamilton/Essex,Black Only Hispanic,0
2010,9,Hamilton/Essex,Total Non-Hispanic,367
2010,9,Hamilton/Essex,Total Hispanic,4
2010,9,Herkimer,Total,635
2010,9,Herkimer,White Only Non-Hisp,601
2010,9,Herkimer,Black Only Non-Hisp,7
2010,9,Herkimer,Other Non-Hisp,7
2010,9,Herkimer,White Only Hispanic,18
2010,9,Herkimer,Black Only Hispanic,0
2010,9,Herkimer,Total Non-Hispanic,615
2010,9,Herkimer,Total Hispanic,20
2010,9,Jefferson,Total,2071
2010,9,Jefferson,White Only Non-Hisp,1657
2010,9,Jefferson,Black Only Non-Hisp,107
2010,9,Jefferson,Other Non-Hisp,122
2010,9,Jefferson,White Only Hispanic,87
2010,9,Jefferson,Black Only Hispanic,8
2010,9,Jefferson,Total Non-Hispanic,1886
2010,9,Jefferson,Total Hispanic,185
2010,9,Lewis,Total,311
2010,9,Lewis,White Only Non-Hisp,294
2010,9,Lewis,Black Only Non-Hisp,2
2010,9,Lewis,Other Non-Hisp,3
2010,9,Lewis,White Only Hispanic,5
2010,9,Lewis,Black Only Hispanic,0
2010,9,Lewis,Total Non-Hispanic,299
2010,9,Lewis,Total Hispanic,12
2010,9,Livingston,Total,570
2010,9,Livingston,White Only Non-Hisp,542
2010,9,Livingston,Black Only Non-Hisp,1
2010,9,Livingston,Other Non-Hisp,14
2010,9,Livingston,White Only Hispanic,13
2010,9,Livingston,Black Only Hispanic,0
2010,9,Livingston,Total Non-Hispanic,557
2010,9,Livingston,Total Hispanic,13
2010,9,Madison,Total,642
2010,9,Madison,White Only Non-Hisp,602
2010,9,Madison,Black Only Non-Hisp,0
2010,9,Madison,Other Non-Hisp,21
2010,9,Madison,White Only Hispanic,14
2010,9,Madison,Black Only Hispanic,0
2010,9,Madison,Total Non-Hispanic,623
2010,9,Madison,Total Hispanic,19
2010,9,Monroe,Total,8526
2010,9,Monroe,White Only Non-Hisp,5270
2010,9,Monroe,Black Only Non-Hisp,1792
2010,9,Monroe,Other Non-Hisp,603
2010,9,Monroe,White Only Hispanic,477
2010,9,Monroe,Black Only Hispanic,51
2010,9,Monroe,Total Non-Hispanic,7665
2010,9,Monroe,Total Hispanic,861
2010,9,Montgomery,Total,587
2010,9,Montgomery,White Only Non-Hisp,423
2010,9,Montgomery,Black Only Non-Hisp,6
2010,9,Montgomery,Other Non-Hisp,12
2010,9,Montgomery,White Only Hispanic,119
2010,9,Montgomery,Black Only Hispanic,5
2010,9,Montgomery,Total Non-Hispanic,441
2010,9,Montgomery,Total Hispanic,146
2010,9,Nassau,Total,14200
2010,9,Nassau,White Only Non-Hisp,7659
2010,9,Nassau,Black Only Non-Hisp,1562
2010,9,Nassau,Other Non-Hisp,1531
2010,9,Nassau,White Only Hispanic,2138
2010,9,Nassau,Black Only Hispanic,105
2010,9,Nassau,Total Non-Hispanic,10756
2010,9,Nassau,Total Hispanic,3444
2010,9,Niagara,Total,2214
2010,9,Niagara,White Only Non-Hisp,1777
2010,9,Niagara,Black Only Non-Hisp,208
2010,9,Niagara,Other Non-Hisp,144
2010,9,Niagara,White Only Hispanic,61
2010,9,Niagara,Black Only Hispanic,4
2010,9,Niagara,Total Non-Hispanic,2129
2010,9,Niagara,Total Hispanic,85
2010,9,Oneida,Total,2633
2010,9,Oneida,White Only Non-Hisp,2037
2010,9,Oneida,Black Only Non-Hisp,198
2010,9,Oneida,Other Non-Hisp,217
2010,9,Oneida,White Only Hispanic,137
2010,9,Oneida,Black Only Hispanic,14
2010,9,Oneida,Total Non-Hispanic,2452
2010,9,Oneida,Total Hispanic,181
2010,9,Onondaga,Total,5348
2010,9,Onondaga,White Only Non-Hisp,3600
2010,9,Onondaga,Black Only Non-Hisp,844
2010,9,Onondaga,Other Non-Hisp,559
2010,9,Onondaga,White Only Hispanic,128
2010,9,Onondaga,Black Only Hispanic,41
2010,9,Onondaga,Total Non-Hispanic,5003
2010,9,Onondaga,Total Hispanic,345
2010,9,Ontario,Total,1036
2010,9,Ontario,White Only Non-Hisp,914
2010,9,Ontario,Black Only Non-Hisp,16
2010,9,Ontario,Other Non-Hisp,39
2010,9,Ontario,White Only Hispanic,42
2010,9,Ontario,Black Only Hispanic,4
2010,9,Ontario,Total Non-Hispanic,970
2010,9,Ontario,Total Hispanic,66
2010,9,Orange,Total,4999
2010,9,Orange,White Only Non-Hisp,3202
2010,9,Orange,Black Only Non-Hisp,421
2010,9,Orange,Other Non-Hisp,265
2010,9,Orange,White Only Hispanic,576
2010,9,Orange,Black Only Hispanic,45
2010,9,Orange,Total Non-Hispanic,3894
2010,9,Orange,Total Hispanic,1105
2010,9,Orleans,Total,433
2010,9,Orleans,White Only Non-Hisp,385
2010,9,Orleans,Black Only Non-Hisp,12
2010,9,Orleans,Other Non-Hisp,9
2010,9,Orleans,White Only Hispanic,24
2010,9,Orleans,Black Only Hispanic,0
2010,9,Orleans,Total Non-Hispanic,406
2010,9,Orleans,Total Hispanic,27
2010,9,Oswego,Total,1325
2010,9,Oswego,White Only Non-Hisp,1256
2010,9,Oswego,Black Only Non-Hisp,9
2010,9,Oswego,Other Non-Hisp,20
2010,9,Oswego,White Only Hispanic,16
2010,9,Oswego,Black Only Hispanic,1
2010,9,Oswego,Total Non-Hispanic,1285
2010,9,Oswego,Total Hispanic,40
2010,9,Otsego,Total,516
2010,9,Otsego,White Only Non-Hisp,475
2010,9,Otsego,Black Only Non-Hisp,6
2010,9,Otsego,Other Non-Hisp,17
2010,9,Otsego,White Only Hispanic,13
2010,9,Otsego,Black Only Hispanic,0
2010,9,Otsego,Total Non-Hispanic,498
2010,9,Otsego,Total Hispanic,18
2010,9,Putnam,Total,931
2010,9,Putnam,White Only Non-Hisp,681
2010,9,Putnam,Black Only Non-Hisp,17
2010,9,Putnam,Other Non-Hisp,36
2010,9,Putnam,White Only Hispanic,91
2010,9,Putnam,Black Only Hispanic,1
2010,9,Putnam,Total Non-Hispanic,734
2010,9,Putnam,Total Hispanic,197
2010,9,Rensselaer,Total,1677
2010,9,Rensselaer,White Only Non-Hisp,1318
2010,9,Rensselaer,Black Only Non-Hisp,144
2010,9,Rensselaer,Other Non-Hisp,122
2010,9,Rensselaer,White Only Hispanic,46
2010,9,Rensselaer,Black Only Hispanic,17
2010,9,Rensselaer,Total Non-Hispanic,1584
2010,9,Rensselaer,Total Hispanic,93
2010,9,Rockland,White Only Non-Hisp,2853
2010,9,Rockland,Black Only Non-Hisp,355
2010,9,Rockland,Other Non-Hisp,266
2010,9,Rockland,White Only Hispanic,226
2010,9,Rockland,Black Only Hispanic,13
2010,9,Rockland,Total Non-Hispanic,3478
2010,9,Rockland,Total Hispanic,1047
2010,9,St Lawrence,Total,1222
2010,9,St Lawrence,White Only Non-Hisp,1104
2010,9,St Lawrence,Black Only Non-Hisp,1
2010,9,St Lawrence,Other Non-Hisp,40
2010,9,St Lawrence,White Only Hispanic,19
2010,9,St Lawrence,Black Only Hispanic,0
2010,9,St Lawrence,Total Non-Hispanic,1147
2010,9,St Lawrence,Total Hispanic,75
2010,9,Saratoga,Total,2304
2010,9,Saratoga,White Only Non-Hisp,2088
2010,9,Saratoga,Black Only Non-Hisp,15
2010,9,Saratoga,Other Non-Hisp,115
2010,9,Saratoga,White Only Hispanic,53
2010,9,Saratoga,Black Only Hispanic,3
2010,9,Saratoga,Total Non-Hispanic,2218
2010,9,Saratoga,Total Hispanic,86
2010,9,Schenectady,Total,1837
2010,9,Schenectady,White Only Non-Hisp,1226
2010,9,Schenectady,Black Only Non-Hisp,215
2010,9,Schenectady,Other Non-Hisp,219
2010,9,Schenectady,White Only Hispanic,57
2010,9,Schenectady,Black Only Hispanic,26
2010,9,Schenectady,Total Non-Hispanic,1660
2010,9,Schenectady,Total Hispanic,177
2010,9,Schoharie,Total,286
2010,9,Schoharie,White Only Non-Hisp,273
2010,9,Schoharie,Black Only Non-Hisp,0
2010,9,Schoharie,Other Non-Hisp,6
2010,9,Schoharie,White Only Hispanic,6
2010,9,Schoharie,Black Only Hispanic,0
2010,9,Schoharie,Total Non-Hispanic,279
2010,9,Schoharie,Total Hispanic,7
2010,9,Schuyler,Total,168
2010,9,Schuyler,White Only Non-Hisp,163
2010,9,Schuyler,Black Only Non-Hisp,0
2010,9,Schuyler,Other Non-Hisp,4
2010,9,Schuyler,White Only Hispanic,0
2010,9,Schuyler,Black Only Hispanic,0
2010,9,Schuyler,Total Non-Hispanic,167
2010,9,Schuyler,Total Hispanic,1
2010,9,Seneca,Total,396
2010,9,Seneca,White Only Non-Hisp,363
2010,9,Seneca,Black Only Non-Hisp,5
2010,9,Seneca,Other Non-Hisp,11
2010,9,Seneca,White Only Hispanic,12
2010,9,Seneca,Black Only Hispanic,0
2010,9,Seneca,Total Non-Hispanic,380
2010,9,Seneca,Total Hispanic,16
2010,9,Steuben,Total,1173
2010,9,Steuben,White Only Non-Hisp,1056
2010,9,Steuben,Black Only Non-Hisp,9
2010,9,Steuben,Other Non-Hisp,47
2010,9,Steuben,White Only Hispanic,58
2010,9,Steuben,Black Only Hispanic,0
2010,9,Steuben,Total Non-Hispanic,1112
2010,9,Steuben,Total Hispanic,61
2010,9,Suffolk,Total,16805
2010,9,Suffolk,White Only Non-Hisp,9347
2010,9,Suffolk,Black Only Non-Hisp,1317
2010,9,Suffolk,Other Non-Hisp,1034
2010,9,Suffolk,White Only Hispanic,3936
2010,9,Suffolk,Black Only Hispanic,71
2010,9,Suffolk,Total Non-Hispanic,11703
2010,9,Suffolk,Total Hispanic,5102
2010,9,Sullivan,Total,831
2010,9,Sullivan,White Only Non-Hisp,573
2010,9,Sullivan,Black Only Non-Hisp,63
2010,9,Sullivan,Other Non-Hisp,47
2010,9,Sullivan,White Only Hispanic,24
2010,9,Sullivan,Black Only Hispanic,3
2010,9,Sullivan,Total Non-Hispanic,683
2010,9,Sullivan,Total Hispanic,148
2010,9,Tioga,Total,440
2010,9,Tioga,White Only Non-Hisp,428
2010,9,Tioga,Black Only Non-Hisp,1
2010,9,Tioga,Other Non-Hisp,6
2010,9,Tioga,White Only Hispanic,3
2010,9,Tioga,Black Only Hispanic,0
2010,9,Tioga,Total Non-Hispanic,435
2010,9,Tioga,Total Hispanic,5
2010,9,Tompkins,Total,831
2010,9,Tompkins,White Only Non-Hisp,643
2010,9,Tompkins,Black Only Non-Hisp,34
2010,9,Tompkins,Other Non-Hisp,105
2010,9,Tompkins,White Only Hispanic,33
2010,9,Tompkins,Black Only Hispanic,4
2010,9,Tompkins,Total Non-Hispanic,783
2010,9,Tompkins,Total Hispanic,48
2010,9,Ulster,Total,1693
2010,9,Ulster,White Only Non-Hisp,1267
2010,9,Ulster,Black Only Non-Hisp,90
2010,9,Ulster,Other Non-Hisp,79
2010,9,Ulster,White Only Hispanic,170
2010,9,Ulster,Black Only Hispanic,70
2010,9,Ulster,Total Non-Hispanic,1437
2010,9,Ulster,Total Hispanic,256
2010,9,Warren,Total,611
2010,9,Warren,White Only Non-Hisp,575
2010,9,Warren,Black Only Non-Hisp,3
2010,9,Warren,Other Non-Hisp,20
2010,9,Warren,White Only Hispanic,10
2010,9,Warren,Black Only Hispanic,0
2010,9,Warren,Total Non-Hispanic,598
2010,9,Warren,Total Hispanic,13
2010,9,Washington,Total,604
2010,9,Washington,White Only Non-Hisp,578
2010,9,Washington,Black Only Non-Hisp,2
2010,9,Washington,Other Non-Hisp,6
2010,9,Washington,White Only Hispanic,11
2010,9,Washington,Black Only Hispanic,0
2010,9,Washington,Total Non-Hispanic,586
2010,9,Washington,Total Hispanic,18
2010,9,Wayne,Total,968
2010,9,Wayne,White Only Non-Hisp,885
2010,9,Wayne,Black Only Non-Hisp,21
2010,9,Wayne,Other Non-Hisp,17
2010,9,Wayne,White Only Hispanic,16
2010,9,Wayne,Black Only Hispanic,1
2010,9,Wayne,Total Non-Hispanic,923
2010,9,Wayne,Total Hispanic,45
2010,9,Westchester,Total,11104
2010,9,Westchester,White Only Non-Hisp,4650
2010,9,Westchester,Black Only Non-Hisp,1383
2010,9,Westchester,Other Non-Hisp,1112
2010,9,Westchester,White Only Hispanic,1798
2010,9,Westchester,Black Only Hispanic,100
2010,9,Westchester,Total Non-Hispanic,7152
2010,9,Westchester,Total Hispanic,3952
2010,9,Wyoming,Total,394
2012,9,Orleans,Total,402
2010,9,Wyoming,White Only Non-Hisp,379
2010,9,Wyoming,Black Only Non-Hisp,1
2010,9,Wyoming,Other Non-Hisp,4
2010,9,Wyoming,White Only Hispanic,9
2010,9,Wyoming,Black Only Hispanic,0
2010,9,Wyoming,Total Non-Hispanic,384
2010,9,Wyoming,Total Hispanic,10
2010,9,Yates,Total,312
2010,9,Yates,White Only Non-Hisp,301
2010,9,Yates,Black Only Non-Hisp,0
2010,9,Yates,Other Non-Hisp,4
2010,9,Yates,White Only Hispanic,6
2010,9,Yates,Black Only Hispanic,0
2010,9,Yates,Total Non-Hispanic,306
2010,9,Yates,Total Hispanic,6
2011,9,New York State,Total,239736
2011,9,New York State,White Only Non-Hisp,116137
2011,9,New York State,Black Only Non-Hisp,37730
2011,9,New York State,Other Non-Hisp,28676
2011,9,New York State,White Only Hispanic,30396
2011,9,New York State,Black Only Hispanic,4907
2011,9,New York State,Total Non-Hispanic,182705
2011,9,New York State,Total Hispanic,57031
2011,9,New York City,Total,118719
2011,9,New York City,White Only Non-Hisp,35611
2011,9,New York City,Black Only Non-Hisp,25646
2011,9,New York City,Other Non-Hisp,19972
2011,9,New York City,White Only Hispanic,19502
2011,9,New York City,Black Only Hispanic,4285
2011,9,New York City,Total Non-Hispanic,81376
2011,9,New York City,Total Hispanic,37343
2011,9,Bronx,Total,21694
2011,9,Bronx,White Only Non-Hisp,1407
2011,9,Bronx,Black Only Non-Hisp,6530
2018,9,Clinton,Total,719
2011,9,Bronx,Other Non-Hisp,1106
2011,9,Bronx,White Only Hispanic,6683
2011,9,Bronx,Black Only Hispanic,2606
2011,9,Bronx,Total Non-Hispanic,9108
2011,9,Bronx,Total Hispanic,12586
2011,9,Kings,Total,41673
2011,9,Kings,White Only Non-Hisp,16077
2011,9,Kings,Black Only Non-Hisp,11067
2011,9,Kings,Other Non-Hisp,6275
2011,9,Kings,White Only Hispanic,3662
2011,9,Kings,Black Only Hispanic,804
2011,9,Kings,Total Non-Hispanic,33451
2011,9,Kings,Total Hispanic,8222
2011,9,New York,Total,19508
2011,9,New York,White Only Non-Hisp,8507
2011,9,New York,Black Only Non-Hisp,2313
2011,9,New York,Other Non-Hisp,3264
2011,9,New York,White Only Hispanic,1821
2011,9,New York,Black Only Hispanic,510
2011,9,New York,Total Non-Hispanic,14115
2011,9,New York,Total Hispanic,5393
2011,9,Queens,Total,30300
2011,9,Queens,White Only Non-Hisp,6643
2011,9,Queens,Black Only Non-Hisp,4981
2011,9,Queens,Other Non-Hisp,8838
2011,9,Queens,White Only Hispanic,6722
2011,9,Queens,Black Only Hispanic,304
2011,9,Queens,Total Non-Hispanic,20476
2011,9,Queens,Total Hispanic,9824
2011,9,Richmond,Total,5544
2011,9,Richmond,White Only Non-Hisp,2977
2011,9,Richmond,Black Only Non-Hisp,755
2011,9,Richmond,Other Non-Hisp,489
2011,9,Richmond,White Only Hispanic,614
2011,9,Richmond,Black Only Hispanic,61
2011,9,Richmond,Total Non-Hispanic,4226
2011,9,Richmond,Total Hispanic,1318
2011,9,Rest of State,Total,121017
2011,9,Rest of State,White Only Non-Hisp,80526
2011,9,Rest of State,Black Only Non-Hisp,12084
2011,9,Rest of State,Other Non-Hisp,8704
2011,9,Rest of State,White Only Hispanic,10894
2011,9,Rest of State,Black Only Hispanic,622
2011,9,Rest of State,Total Non-Hispanic,101329
2011,9,Rest of State,Total Hispanic,19688
2011,9,Albany,Total,3122
2011,9,Albany,White Only Non-Hisp,1923
2011,9,Albany,Black Only Non-Hisp,592
2011,9,Albany,Other Non-Hisp,376
2011,9,Albany,White Only Hispanic,127
2011,9,Albany,Black Only Hispanic,29
2011,9,Albany,Total Non-Hispanic,2891
2011,9,Albany,Total Hispanic,231
2011,9,Allegany,Total,526
2011,9,Allegany,White Only Non-Hisp,479
2011,9,Allegany,Black Only Non-Hisp,4
2011,9,Allegany,Other Non-Hisp,4
2011,9,Allegany,White Only Hispanic,34
2011,9,Allegany,Black Only Hispanic,0
2011,9,Allegany,Total Non-Hispanic,487
2011,9,Allegany,Total Hispanic,39
2011,9,Broome,Total,2052
2011,9,Broome,White Only Non-Hisp,1679
2011,9,Broome,Black Only Non-Hisp,112
2011,9,Broome,Other Non-Hisp,153
2011,9,Broome,White Only Hispanic,31
2011,9,Broome,Black Only Hispanic,7
2011,9,Broome,Total Non-Hispanic,1944
2011,9,Broome,Total Hispanic,108
2011,9,Cattaraugus,Total,911
2011,9,Cattaraugus,White Only Non-Hisp,744
2011,9,Cattaraugus,Black Only Non-Hisp,9
2011,9,Cattaraugus,Other Non-Hisp,51
2011,9,Cattaraugus,White Only Hispanic,15
2011,9,Cattaraugus,Black Only Hispanic,0
2011,9,Cattaraugus,Total Non-Hispanic,804
2011,9,Cattaraugus,Total Hispanic,107
2011,9,Cayuga,Total,803
2011,9,Cayuga,White Only Non-Hisp,735
2011,9,Cayuga,Black Only Non-Hisp,15
2011,9,Cayuga,Other Non-Hisp,35
2011,9,Cayuga,White Only Hispanic,8
2011,9,Cayuga,Black Only Hispanic,0
2011,9,Cayuga,Total Non-Hispanic,785
2011,9,Cayuga,Total Hispanic,18
2011,9,Chautauqua,Total,1412
2011,9,Chautauqua,White Only Non-Hisp,1195
2011,9,Chautauqua,Black Only Non-Hisp,25
2011,9,Chautauqua,Other Non-Hisp,34
2011,9,Chautauqua,White Only Hispanic,98
2011,9,Chautauqua,Black Only Hispanic,7
2011,9,Chautauqua,Total Non-Hispanic,1254
2011,9,Chautauqua,Total Hispanic,158
2011,9,Chemung,Total,1025
2011,9,Chemung,White Only Non-Hisp,873
2011,9,Chemung,Black Only Non-Hisp,62
2011,9,Chemung,Other Non-Hisp,56
2011,9,Chemung,White Only Hispanic,21
2011,9,Chemung,Black Only Hispanic,1
2011,9,Chemung,Total Non-Hispanic,991
2011,9,Chemung,Total Hispanic,34
2011,9,Chenango,White Only Non-Hisp,499
2011,9,Chenango,Black Only Non-Hisp,4
2011,9,Chenango,Other Non-Hisp,11
2011,9,Chenango,White Only Hispanic,7
2011,9,Chenango,Black Only Hispanic,0
2011,9,Chenango,Total Non-Hispanic,514
2011,9,Chenango,Total Hispanic,11
2011,9,Clinton,Total,769
2011,9,Clinton,White Only Non-Hisp,738
2011,9,Clinton,Black Only Non-Hisp,5
2011,9,Clinton,Other Non-Hisp,15
2011,9,Clinton,White Only Hispanic,6
2011,9,Clinton,Black Only Hispanic,0
2011,9,Clinton,Total Non-Hispanic,758
2011,9,Clinton,Total Hispanic,11
2011,9,Columbia,Total,544
2011,9,Columbia,White Only Non-Hisp,437
2011,9,Columbia,Black Only Non-Hisp,29
2011,9,Columbia,Other Non-Hisp,29
2011,9,Columbia,White Only Hispanic,21
2011,9,Columbia,Black Only Hispanic,2
2011,9,Columbia,Total Non-Hispanic,495
2011,9,Columbia,Total Hispanic,49
2011,9,Cortland,Total,481
2011,9,Cortland,White Only Non-Hisp,457
2011,9,Cortland,Black Only Non-Hisp,6
2011,9,Cortland,Other Non-Hisp,8
2011,9,Cortland,White Only Hispanic,7
2011,9,Cortland,Black Only Hispanic,0
2011,9,Cortland,Total Non-Hispanic,471
2011,9,Cortland,Total Hispanic,10
2011,9,Delaware,Total,392
2011,9,Delaware,White Only Non-Hisp,356
2011,9,Delaware,Black Only Non-Hisp,6
2011,9,Delaware,Other Non-Hisp,13
2011,9,Delaware,White Only Hispanic,12
2011,9,Delaware,Black Only Hispanic,1
2011,9,Delaware,Total Non-Hispanic,375
2011,9,Delaware,Total Hispanic,17
2011,9,Dutchess,Total,2652
2011,9,Dutchess,White Only Non-Hisp,1678
2011,9,Dutchess,Black Only Non-Hisp,300
2011,9,Dutchess,Other Non-Hisp,198
2011,9,Dutchess,White Only Hispanic,380
2011,9,Dutchess,Black Only Hispanic,24
2011,9,Dutchess,Total Non-Hispanic,2176
2011,9,Dutchess,Total Hispanic,476
2011,9,Erie,Total,9693
2011,9,Erie,White Only Non-Hisp,6406
2011,9,Erie,Black Only Non-Hisp,1737
2011,9,Erie,Other Non-Hisp,826
2011,9,Erie,White Only Hispanic,364
2011,9,Erie,Black Only Hispanic,43
2011,9,Erie,Total Non-Hispanic,8969
2011,9,Erie,Total Hispanic,724
2011,9,Essex/Hamilton,Total,353
2011,9,Essex/Hamilton,White Only Non-Hisp,334
2011,9,Essex/Hamilton,Black Only Non-Hisp,1
2011,9,Essex/Hamilton,Other Non-Hisp,6
2011,9,Essex/Hamilton,White Only Hispanic,10
2011,9,Essex/Hamilton,Black Only Hispanic,0
2011,9,Essex/Hamilton,Total Non-Hispanic,341
2011,9,Essex/Hamilton,Total Hispanic,12
2011,9,Franklin,Total,521
2011,9,Franklin,White Only Non-Hisp,444
2011,9,Franklin,Black Only Non-Hisp,3
2011,9,Franklin,Other Non-Hisp,55
2011,9,Franklin,White Only Hispanic,10
2011,9,Franklin,Black Only Hispanic,0
2011,9,Franklin,Total Non-Hispanic,503
2011,9,Franklin,Total Hispanic,18
2011,9,Fulton,Total,584
2011,9,Fulton,White Only Non-Hisp,538
2011,9,Fulton,Black Only Non-Hisp,7
2011,9,Fulton,Other Non-Hisp,15
2011,9,Fulton,White Only Hispanic,19
2011,9,Fulton,Black Only Hispanic,1
2011,9,Fulton,Total Non-Hispanic,560
2011,9,Fulton,Total Hispanic,24
2011,9,Genesee,Total,586
2011,9,Genesee,White Only Non-Hisp,536
2011,9,Genesee,Black Only Non-Hisp,11
2011,9,Genesee,Other Non-Hisp,18
2011,9,Genesee,White Only Hispanic,18
2011,9,Genesee,Black Only Hispanic,0
2011,9,Genesee,Total Non-Hispanic,565
2011,9,Genesee,Total Hispanic,21
2011,9,Greene,Total,428
2011,9,Greene,White Only Non-Hisp,370
2011,9,Greene,Black Only Non-Hisp,9
2011,9,Greene,Other Non-Hisp,17
2011,9,Greene,White Only Hispanic,18
2011,9,Greene,Black Only Hispanic,1
2011,9,Greene,Total Non-Hispanic,396
2011,9,Greene,Total Hispanic,32
2011,9,Hamilton/Essex,Total,353
2011,9,Hamilton/Essex,White Only Non-Hisp,334
2011,9,Hamilton/Essex,Black Only Non-Hisp,1
2011,9,Hamilton/Essex,Other Non-Hisp,6
2011,9,Hamilton/Essex,White Only Hispanic,10
2011,9,Hamilton/Essex,Black Only Hispanic,0
2011,9,Hamilton/Essex,Total Non-Hispanic,341
2011,9,Hamilton/Essex,Total Hispanic,12
2011,9,Herkimer,Total,659
2011,9,Herkimer,White Only Non-Hisp,617
2011,9,Herkimer,Black Only Non-Hisp,4
2011,9,Herkimer,Other Non-Hisp,13
2011,9,Herkimer,White Only Hispanic,20
2011,9,Herkimer,Black Only Hispanic,1
2011,9,Herkimer,Total Non-Hispanic,634
2011,9,Herkimer,Total Hispanic,25
2011,9,Jefferson,Total,2113
2011,9,Jefferson,White Only Non-Hisp,1705
2011,9,Jefferson,Black Only Non-Hisp,127
2011,9,Jefferson,Other Non-Hisp,112
2011,9,Jefferson,White Only Hispanic,61
2011,9,Jefferson,Black Only Hispanic,1
2011,9,Jefferson,Total Non-Hispanic,1944
2011,9,Jefferson,Total Hispanic,169
2011,9,Lewis,Total,338
2011,9,Lewis,White Only Non-Hisp,309
2011,9,Lewis,Black Only Non-Hisp,1
2011,9,Lewis,Other Non-Hisp,10
2011,9,Lewis,White Only Hispanic,8
2011,9,Lewis,Black Only Hispanic,0
2011,9,Lewis,Total Non-Hispanic,321
2011,9,Lewis,Total Hispanic,17
2011,9,Livingston,Total,577
2011,9,Livingston,White Only Non-Hisp,545
2011,9,Livingston,Black Only Non-Hisp,3
2011,9,Livingston,Other Non-Hisp,14
2011,9,Livingston,White Only Hispanic,14
2011,9,Livingston,Black Only Hispanic,1
2011,9,Livingston,Total Non-Hispanic,562
2011,9,Livingston,Total Hispanic,15
2011,9,Madison,White Only Non-Hisp,653
2011,9,Madison,Black Only Non-Hisp,3
2011,9,Madison,Other Non-Hisp,24
2011,9,Madison,White Only Hispanic,12
2011,9,Madison,Black Only Hispanic,1
2011,9,Madison,Total Non-Hispanic,680
2011,9,Madison,Total Hispanic,16
2011,9,Monroe,Total,8427
2011,9,Monroe,White Only Non-Hisp,5082
2011,9,Monroe,Black Only Non-Hisp,1813
2011,9,Monroe,Other Non-Hisp,650
2011,9,Monroe,White Only Hispanic,497
2011,9,Monroe,Black Only Hispanic,46
2011,9,Monroe,Total Non-Hispanic,7546
2011,9,Monroe,Total Hispanic,881
2011,9,Montgomery,Total,567
2011,9,Montgomery,White Only Non-Hisp,409
2011,9,Montgomery,Black Only Non-Hisp,1
2011,9,Montgomery,Other Non-Hisp,14
2011,9,Montgomery,White Only Hispanic,96
2011,9,Montgomery,Black Only Hispanic,1
2011,9,Montgomery,Total Non-Hispanic,424
2011,9,Montgomery,Total Hispanic,143
2011,9,Nassau,Total,14079
2011,9,Nassau,White Only Non-Hisp,7499
2011,9,Nassau,Black Only Non-Hisp,1581
2011,9,Nassau,Other Non-Hisp,1523
2011,9,Nassau,White Only Hispanic,2152
2011,9,Nassau,Black Only Hispanic,50
2011,9,Nassau,Total Non-Hispanic,10604
2011,9,Nassau,Total Hispanic,3475
2011,9,Niagara,Total,2129
2011,9,Niagara,White Only Non-Hisp,1737
2011,9,Niagara,Black Only Non-Hisp,181
2011,9,Niagara,Other Non-Hisp,139
2011,9,Niagara,White Only Hispanic,41
2011,9,Niagara,Black Only Hispanic,6
2011,9,Niagara,Total Non-Hispanic,2057
2011,9,Niagara,Total Hispanic,72
2011,9,Oneida,Total,2689
2011,9,Oneida,White Only Non-Hisp,2058
2011,9,Oneida,Black Only Non-Hisp,229
2011,9,Oneida,Other Non-Hisp,208
2011,9,Oneida,White Only Hispanic,123
2011,9,Oneida,Black Only Hispanic,9
2011,9,Oneida,Total Non-Hispanic,2495
2011,9,Oneida,Total Hispanic,194
2011,9,Onondaga,Total,5416
2011,9,Onondaga,White Only Non-Hisp,3608
2011,9,Onondaga,Black Only Non-Hisp,881
2011,9,Onondaga,Other Non-Hisp,597
2011,9,Onondaga,White Only Hispanic,122
2011,9,Onondaga,Black Only Hispanic,34
2011,9,Onondaga,Total Non-Hispanic,5086
2011,9,Onondaga,Total Hispanic,330
2011,9,Ontario,Total,1020
2011,9,Ontario,White Only Non-Hisp,886
2011,9,Ontario,Black Only Non-Hisp,25
