Year,Table,County,Mother's Race,Number of Live Births
2011,9,Ontario,Other Non-Hisp,38
2011,9,Ontario,White Only Hispanic,52
2011,9,Ontario,Black Only Hispanic,3
2011,9,Ontario,Total Non-Hispanic,949
2011,9,Ontario,Total Hispanic,71
2011,9,Orange,Total,4835
2011,9,Orange,White Only Non-Hisp,3052
2011,9,Orange,Black Only Non-Hisp,418
2011,9,Orange,Other Non-Hisp,231
2011,9,Orange,White Only Hispanic,548
2011,9,Orange,Black Only Hispanic,54
2011,9,Orange,Total Non-Hispanic,3702
2011,9,Orange,Total Hispanic,1133
2011,9,Orleans,Total,411
2011,9,Orleans,White Only Non-Hisp,350
2011,9,Orleans,Black Only Non-Hisp,18
2011,9,Orleans,Other Non-Hisp,12
2011,9,Orleans,White Only Hispanic,24
2011,9,Orleans,Black Only Hispanic,0
2011,9,Orleans,Total Non-Hispanic,380
2011,9,Orleans,Total Hispanic,31
2011,9,Oswego,Total,1348
2011,9,Oswego,White Only Non-Hisp,1266
2011,9,Oswego,Black Only Non-Hisp,7
2011,9,Oswego,Other Non-Hisp,30
2011,9,Oswego,White Only Hispanic,21
2011,9,Oswego,Black Only Hispanic,0
2011,9,Oswego,Total Non-Hispanic,1303
2011,9,Oswego,Total Hispanic,45
2011,9,Otsego,Total,535
2011,9,Otsego,White Only Non-Hisp,477
2011,9,Otsego,Black Only Non-Hisp,4
2011,9,Otsego,Other Non-Hisp,21
2011,9,Otsego,White Only Hispanic,29
2011,9,Otsego,Black Only Hispanic,0
2011,9,Otsego,Total Non-Hispanic,502
2011,9,Otsego,Total Hispanic,33
2011,9,Putnam,Total,866
2011,9,Putnam,White Only Non-Hisp,637
2011,9,Putnam,Black Only Non-Hisp,12
2011,9,Putnam,Other Non-Hisp,38
2011,9,Putnam,White Only Hispanic,62
2011,9,Putnam,Black Only Hispanic,0
2011,9,Putnam,Total Non-Hispanic,687
2011,9,Putnam,Total Hispanic,179
2011,9,Rensselaer,Total,1730
2011,9,Rensselaer,White Only Non-Hisp,1324
2011,9,Rensselaer,Black Only Non-Hisp,163
2011,9,Rensselaer,Other Non-Hisp,123
2011,9,Rensselaer,White Only Hispanic,69
2011,9,Rensselaer,Black Only Hispanic,15
2011,9,Rensselaer,Total Non-Hispanic,1610
2011,9,Rensselaer,Total Hispanic,120
2011,9,Rockland,Total,4535
2011,9,Rockland,White Only Non-Hisp,2815
2011,9,Rockland,Black Only Non-Hisp,421
2011,9,Rockland,Other Non-Hisp,243
2011,9,Rockland,White Only Hispanic,177
2011,9,Rockland,Black Only Hispanic,14
2011,9,Rockland,Total Non-Hispanic,3480
2011,9,Rockland,Total Hispanic,1055
2011,9,St Lawrence,Total,1254
2011,9,St Lawrence,White Only Non-Hisp,1146
2011,9,St Lawrence,Black Only Non-Hisp,5
2011,9,St Lawrence,Other Non-Hisp,31
2011,9,St Lawrence,White Only Hispanic,17
2011,9,St Lawrence,Black Only Hispanic,0
2011,9,St Lawrence,Total Non-Hispanic,1182
2011,9,St Lawrence,Total Hispanic,72
2011,9,Saratoga,Total,2148
2011,9,Saratoga,White Only Non-Hisp,1942
2011,9,Saratoga,Black Only Non-Hisp,30
2011,9,Saratoga,Other Non-Hisp,105
2011,9,Saratoga,White Only Hispanic,41
2011,9,Saratoga,Black Only Hispanic,2
2011,9,Saratoga,Total Non-Hispanic,2078
2011,9,Saratoga,Total Hispanic,70
2011,9,Schenectady,Total,1764
2011,9,Schenectady,White Only Non-Hisp,1154
2011,9,Schenectady,Black Only Non-Hisp,230
2011,9,Schenectady,Other Non-Hisp,218
2011,9,Schenectady,White Only Hispanic,40
2011,9,Schenectady,Black Only Hispanic,23
2011,9,Schenectady,Total Non-Hispanic,1603
2011,9,Schenectady,Total Hispanic,161
2011,9,Schoharie,Total,288
2011,9,Schoharie,White Only Non-Hisp,276
2011,9,Schoharie,Black Only Non-Hisp,1
2011,9,Schoharie,Other Non-Hisp,5
2011,9,Schoharie,White Only Hispanic,3
2011,9,Schoharie,Black Only Hispanic,0
2011,9,Schoharie,Total Non-Hispanic,282
2011,9,Schoharie,Total Hispanic,6
2011,9,Schuyler,Total,161
2011,9,Schuyler,White Only Non-Hisp,153
2011,9,Schuyler,Black Only Non-Hisp,0
2011,9,Schuyler,Other Non-Hisp,4
2011,9,Schuyler,White Only Hispanic,3
2011,9,Schuyler,Black Only Hispanic,1
2011,9,Schuyler,Total Non-Hispanic,157
2011,9,Schuyler,Total Hispanic,4
2011,9,Seneca,Total,399
2011,9,Seneca,White Only Non-Hisp,378
2011,9,Seneca,Black Only Non-Hisp,0
2011,9,Seneca,Other Non-Hisp,7
2011,9,Seneca,White Only Hispanic,12
2011,9,Seneca,Black Only Hispanic,0
2011,9,Seneca,Total Non-Hispanic,386
2011,9,Seneca,Total Hispanic,13
2011,9,Steuben,Total,1058
2011,9,Steuben,White Only Non-Hisp,937
2011,9,Steuben,Black Only Non-Hisp,10
2011,9,Steuben,Other Non-Hisp,39
2011,9,Steuben,White Only Hispanic,69
2011,9,Steuben,Black Only Hispanic,1
2011,9,Steuben,Total Non-Hispanic,986
2011,9,Steuben,Total Hispanic,72
2011,9,Suffolk,Total,16027
2011,9,Suffolk,White Only Non-Hisp,8817
2011,9,Suffolk,Black Only Non-Hisp,1298
2011,9,Suffolk,Other Non-Hisp,984
2011,9,Suffolk,White Only Hispanic,3710
2011,9,Suffolk,Black Only Hispanic,65
2011,9,Suffolk,Total Non-Hispanic,11101
2011,9,Suffolk,Total Hispanic,4926
2011,9,Sullivan,Total,808
2011,9,Sullivan,White Only Non-Hisp,539
2011,9,Sullivan,Black Only Non-Hisp,66
2011,9,Sullivan,Other Non-Hisp,30
2011,9,Sullivan,White Only Hispanic,37
2011,9,Sullivan,Black Only Hispanic,2
2011,9,Sullivan,Total Non-Hispanic,635
2011,9,Sullivan,Total Hispanic,173
2011,9,Tioga,Total,481
2011,9,Tioga,White Only Non-Hisp,459
2011,9,Tioga,Black Only Non-Hisp,1
2011,9,Tioga,Other Non-Hisp,10
2011,9,Tioga,White Only Hispanic,5
2011,9,Tioga,Black Only Hispanic,0
2011,9,Tioga,Total Non-Hispanic,470
2011,9,Tioga,Total Hispanic,11
2011,9,Tompkins,Total,915
2011,9,Tompkins,White Only Non-Hisp,720
2011,9,Tompkins,Black Only Non-Hisp,26
2011,9,Tompkins,Other Non-Hisp,126
2011,9,Tompkins,White Only Hispanic,26
2011,9,Tompkins,Black Only Hispanic,2
2011,9,Tompkins,Total Non-Hispanic,872
2011,9,Tompkins,Total Hispanic,43
2011,9,Ulster,Total,1666
2011,9,Ulster,White Only Non-Hisp,1257
2011,9,Ulster,Black Only Non-Hisp,107
2011,9,Ulster,Other Non-Hisp,89
2011,9,Ulster,White Only Hispanic,127
2011,9,Ulster,Black Only Hispanic,42
2011,9,Ulster,Total Non-Hispanic,1454
2011,9,Ulster,Total Hispanic,212
2011,9,Warren,Total,601
2011,9,Warren,White Only Non-Hisp,561
2011,9,Warren,Black Only Non-Hisp,4
2011,9,Warren,Other Non-Hisp,23
2011,9,Warren,White Only Hispanic,9
2011,9,Warren,Black Only Hispanic,0
2011,9,Warren,Total Non-Hispanic,588
2011,9,Warren,Total Hispanic,13
2011,9,Washington,Total,655
2011,9,Washington,White Only Non-Hisp,638
2011,9,Washington,Black Only Non-Hisp,0
2011,9,Washington,Other Non-Hisp,6
2011,9,Washington,White Only Hispanic,10
2011,9,Washington,Black Only Hispanic,0
2011,9,Washington,Total Non-Hispanic,644
2011,9,Washington,Total Hispanic,11
2011,9,Wayne,Total,1033
2011,9,Wayne,White Only Non-Hisp,928
2011,9,Wayne,Black Only Non-Hisp,27
2011,9,Wayne,Other Non-Hisp,26
2011,9,Wayne,White Only Hispanic,19
2011,9,Wayne,Black Only Hispanic,4
2011,9,Wayne,Total Non-Hispanic,983
2011,9,Wayne,Total Hispanic,50
2011,9,Westchester,Total,10719
2011,9,Westchester,White Only Non-Hisp,4512
2011,9,Westchester,Black Only Non-Hisp,1448
2011,9,Westchester,Other Non-Hisp,1033
2011,9,Westchester,White Only Hispanic,1417
2011,9,Westchester,Black Only Hispanic,128
2011,9,Westchester,Total Non-Hispanic,6994
2011,9,Westchester,Total Hispanic,3725
2011,9,Wyoming,Total,389
2011,9,Wyoming,White Only Non-Hisp,373
2011,9,Wyoming,Black Only Non-Hisp,2
2011,9,Wyoming,Other Non-Hisp,2
2011,9,Wyoming,White Only Hispanic,8
2011,9,Wyoming,Black Only Hispanic,0
2011,9,Wyoming,Total Non-Hispanic,377
2011,9,Wyoming,Total Hispanic,12
2011,9,Yates,Total,302
2011,9,Yates,White Only Non-Hisp,286
2011,9,Yates,Black Only Non-Hisp,0
2011,9,Yates,Other Non-Hisp,6
2011,9,Yates,White Only Hispanic,7
2011,9,Yates,Black Only Hispanic,0
2011,9,Yates,Total Non-Hispanic,292
2011,9,Yates,Total Hispanic,10
2012,9,New York State,Total,239224
2012,9,New York State,White Only Non-Hisp,114958
2012,9,New York State,Black Only Non-Hisp,36905
2012,9,New York State,Other Non-Hisp,30881
2012,9,New York State,White Only Hispanic,31015
2012,9,New York State,Black Only Hispanic,5549
2012,9,New York State,Total Non-Hispanic,182846
2012,9,New York State,Total Hispanic,56378
2012,9,New York City,Total,118811
2012,9,New York City,White Only Non-Hisp,36003
2012,9,New York City,Black Only Non-Hisp,24587
2012,9,New York City,Other Non-Hisp,21641
2012,9,New York City,White Only Hispanic,20402
2012,9,New York City,Black Only Hispanic,4864
2012,9,New York City,Total Non-Hispanic,82301
2012,9,New York City,Total Hispanic,36510
2012,9,Bronx,Total,21283
2012,9,Bronx,White Only Non-Hisp,1360
2012,9,Bronx,Black Only Non-Hisp,6276
2012,9,Bronx,Other Non-Hisp,1169
2012,9,Bronx,White Only Hispanic,7081
2012,9,Bronx,Black Only Hispanic,2898
2012,9,Bronx,Total Non-Hispanic,8838
2012,9,Bronx,Total Hispanic,12445
2012,9,Kings,Total,42546
2012,9,Kings,White Only Non-Hisp,16806
2012,9,Kings,Black Only Non-Hisp,10649
2012,9,Kings,Other Non-Hisp,7026
2012,9,Kings,White Only Hispanic,3825
2012,9,Kings,Black Only Hispanic,806
2012,9,Kings,Total Non-Hispanic,34498
2012,9,Kings,Total Hispanic,8048
2012,9,New York,Total,19210
2012,9,New York,White Only Non-Hisp,8434
2012,9,New York,Black Only Non-Hisp,2278
2012,9,New York,Other Non-Hisp,3418
2012,9,New York,White Only Hispanic,2115
2012,9,New York,Black Only Hispanic,737
2012,9,New York,Total Non-Hispanic,14139
2012,9,New York,Total Hispanic,5071
2012,9,Queens,Total,30485
2012,9,Queens,White Only Non-Hisp,6589
2012,9,Queens,Black Only Non-Hisp,4686
2012,9,Queens,Other Non-Hisp,9545
2012,9,Queens,White Only Hispanic,6774
2012,9,Queens,Black Only Hispanic,349
2012,9,Queens,Total Non-Hispanic,20828
2012,9,Queens,Total Hispanic,9657
2012,9,Richmond,Total,5287
2012,9,Richmond,White Only Non-Hisp,2814
2012,9,Richmond,Black Only Non-Hisp,698
2012,9,Richmond,Other Non-Hisp,483
2012,9,Richmond,White Only Hispanic,607
2012,9,Richmond,Black Only Hispanic,74
2012,9,Richmond,Total Non-Hispanic,3998
2012,9,Richmond,Total Hispanic,1289
2012,9,Rest of State,Total,120413
2012,9,Rest of State,White Only Non-Hisp,78955
2012,9,Rest of State,Black Only Non-Hisp,12318
2012,9,Rest of State,Other Non-Hisp,9240
2012,9,Rest of State,White Only Hispanic,10613
2012,9,Rest of State,Black Only Hispanic,685
2012,9,Rest of State,Total Non-Hispanic,100545
2012,9,Rest of State,Total Hispanic,19868
2012,9,Albany,Total,3133
2012,9,Albany,White Only Non-Hisp,1882
2012,9,Albany,Black Only Non-Hisp,602
2012,9,Albany,Other Non-Hisp,391
2012,9,Albany,White Only Hispanic,140
2012,9,Albany,Black Only Hispanic,39
2012,9,Albany,Total Non-Hispanic,2875
2012,9,Albany,Total Hispanic,258
2012,9,Allegany,Total,471
2012,9,Allegany,White Only Non-Hisp,421
2012,9,Allegany,Black Only Non-Hisp,3
2012,9,Allegany,Other Non-Hisp,6
2012,9,Allegany,White Only Hispanic,34
2012,9,Allegany,Black Only Hispanic,0
2012,9,Allegany,Total Non-Hispanic,430
2012,9,Allegany,Total Hispanic,41
2012,9,Broome,Total,2076
2012,9,Broome,White Only Non-Hisp,1707
2012,9,Broome,Black Only Non-Hisp,124
2012,9,Broome,Other Non-Hisp,135
2012,9,Broome,White Only Hispanic,41
2012,9,Broome,Black Only Hispanic,12
2012,9,Broome,Total Non-Hispanic,1966
2012,9,Broome,Total Hispanic,110
2012,9,Cattaraugus,Total,904
2012,9,Cattaraugus,White Only Non-Hisp,737
2012,9,Cattaraugus,Black Only Non-Hisp,8
2012,9,Cattaraugus,Other Non-Hisp,56
2012,9,Cattaraugus,White Only Hispanic,13
2012,9,Cattaraugus,Black Only Hispanic,2
2012,9,Cattaraugus,Total Non-Hispanic,802
2012,9,Cattaraugus,Total Hispanic,102
2012,9,Cayuga,Total,803
2012,9,Cayuga,White Only Non-Hisp,748
2012,9,Cayuga,Black Only Non-Hisp,15
2012,9,Cayuga,Other Non-Hisp,23
2012,9,Cayuga,White Only Hispanic,4
2012,9,Cayuga,Black Only Hispanic,3
2012,9,Cayuga,Total Non-Hispanic,786
2012,9,Cayuga,Total Hispanic,17
2012,9,Chautauqua,Total,1398
2012,9,Chautauqua,White Only Non-Hisp,1135
2012,9,Chautauqua,Black Only Non-Hisp,24
2012,9,Chautauqua,Other Non-Hisp,49
2012,9,Chautauqua,White Only Hispanic,138
2012,9,Chautauqua,Black Only Hispanic,2
2012,9,Chautauqua,Total Non-Hispanic,1210
2012,9,Chautauqua,Total Hispanic,188
2012,9,Chemung,Total,1046
2012,9,Chemung,White Only Non-Hisp,894
2012,9,Chemung,Black Only Non-Hisp,53
2012,9,Chemung,Other Non-Hisp,62
2012,9,Chemung,White Only Hispanic,30
2012,9,Chemung,Black Only Hispanic,2
2012,9,Chemung,Total Non-Hispanic,1009
2012,9,Chemung,Total Hispanic,37
2012,9,Chenango,Total,542
2012,9,Chenango,White Only Non-Hisp,520
2012,9,Chenango,Black Only Non-Hisp,1
2012,9,Chenango,Other Non-Hisp,12
2012,9,Chenango,White Only Hispanic,3
2012,9,Chenango,Black Only Hispanic,0
2012,9,Chenango,Total Non-Hispanic,533
2012,9,Chenango,Total Hispanic,9
2012,9,Clinton,Total,781
2012,9,Clinton,White Only Non-Hisp,751
2012,9,Clinton,Black Only Non-Hisp,8
2012,9,Clinton,Other Non-Hisp,8
2012,9,Clinton,White Only Hispanic,9
2012,9,Clinton,Black Only Hispanic,1
2012,9,Clinton,Total Non-Hispanic,768
2012,9,Clinton,Total Hispanic,13
2012,9,Columbia,Total,532
2012,9,Columbia,White Only Non-Hisp,427
2012,9,Columbia,Black Only Non-Hisp,16
2012,9,Columbia,Other Non-Hisp,27
2012,9,Columbia,White Only Hispanic,16
2012,9,Columbia,Black Only Hispanic,0
2012,9,Columbia,Total Non-Hispanic,470
2012,9,Columbia,Total Hispanic,62
2012,9,Cortland,Total,461
2012,9,Cortland,White Only Non-Hisp,432
2012,9,Cortland,Black Only Non-Hisp,3
2012,9,Cortland,Other Non-Hisp,11
2012,9,Cortland,White Only Hispanic,8
2012,9,Cortland,Black Only Hispanic,3
2012,9,Cortland,Total Non-Hispanic,446
2012,9,Cortland,Total Hispanic,15
2012,9,Delaware,Total,437
2012,9,Delaware,White Only Non-Hisp,406
2012,9,Delaware,Black Only Non-Hisp,3
2012,9,Delaware,Other Non-Hisp,12
2012,9,Delaware,White Only Hispanic,8
2012,9,Delaware,Black Only Hispanic,3
2012,9,Delaware,Total Non-Hispanic,421
2012,9,Delaware,Total Hispanic,16
2012,9,Dutchess,Total,2713
2012,9,Dutchess,White Only Non-Hisp,1712
2012,9,Dutchess,Black Only Non-Hisp,346
2012,9,Dutchess,Other Non-Hisp,211
2012,9,Dutchess,White Only Hispanic,321
2012,9,Dutchess,Black Only Hispanic,27
2012,9,Dutchess,Total Non-Hispanic,2269
2012,9,Dutchess,Total Hispanic,444
2012,9,Erie,Total,9945
2012,9,Erie,White Only Non-Hisp,6506
2012,9,Erie,Black Only Non-Hisp,1843
2012,9,Erie,Other Non-Hisp,828
2012,9,Erie,White Only Hispanic,254
2012,9,Erie,Black Only Hispanic,58
2012,9,Erie,Total Non-Hispanic,9177
2012,9,Erie,Total Hispanic,768
2012,9,Essex/Hamilton,Total,372
2012,9,Essex/Hamilton,White Only Non-Hisp,360
2012,9,Essex/Hamilton,Black Only Non-Hisp,1
2012,9,Essex/Hamilton,Other Non-Hisp,6
2012,9,Essex/Hamilton,White Only Hispanic,4
2012,9,Essex/Hamilton,Black Only Hispanic,0
2012,9,Essex/Hamilton,Total Non-Hispanic,367
2012,9,Essex/Hamilton,Total Hispanic,5
2012,9,Franklin,Total,531
2012,9,Franklin,White Only Non-Hisp,459
2012,9,Franklin,Black Only Non-Hisp,2
2012,9,Franklin,Other Non-Hisp,56
2012,9,Franklin,White Only Hispanic,6
2012,9,Franklin,Black Only Hispanic,0
2012,9,Franklin,Total Non-Hispanic,519
2012,9,Franklin,Total Hispanic,12
2012,9,Fulton,Total,520
2012,9,Fulton,White Only Non-Hisp,484
2012,9,Fulton,Black Only Non-Hisp,6
2012,9,Fulton,Other Non-Hisp,11
2012,9,Fulton,White Only Hispanic,10
2012,9,Fulton,Black Only Hispanic,1
2012,9,Fulton,Total Non-Hispanic,501
2012,9,Fulton,Total Hispanic,19
2012,9,Genesee,Total,606
2012,9,Genesee,White Only Non-Hisp,536
2012,9,Genesee,Black Only Non-Hisp,15
2012,9,Genesee,Other Non-Hisp,29
2012,9,Genesee,White Only Hispanic,18
2012,9,Genesee,Black Only Hispanic,2
2012,9,Genesee,Total Non-Hispanic,580
2012,9,Genesee,Total Hispanic,26
2012,9,Greene,Total,412
2012,9,Greene,White Only Non-Hisp,355
2012,9,Greene,Black Only Non-Hisp,9
2012,9,Greene,Other Non-Hisp,15
2012,9,Greene,White Only Hispanic,22
2012,9,Greene,Black Only Hispanic,0
2012,9,Greene,Total Non-Hispanic,379
2012,9,Greene,Total Hispanic,33
2012,9,Hamilton/Essex,Total,372
2012,9,Hamilton/Essex,White Only Non-Hisp,360
2012,9,Hamilton/Essex,Black Only Non-Hisp,1
2012,9,Hamilton/Essex,Other Non-Hisp,6
2012,9,Hamilton/Essex,White Only Hispanic,4
2012,9,Hamilton/Essex,Black Only Hispanic,0
2012,9,Hamilton/Essex,Total Non-Hispanic,367
2012,9,Hamilton/Essex,Total Hispanic,5
2012,9,Herkimer,Total,658
2012,9,Herkimer,White Only Non-Hisp,622
2012,9,Herkimer,Black Only Non-Hisp,5
2012,9,Herkimer,Other Non-Hisp,15
2012,9,Herkimer,White Only Hispanic,13
2012,9,Herkimer,Black Only Hispanic,0
2012,9,Herkimer,Total Non-Hispanic,643
2012,9,Herkimer,Total Hispanic,15
2012,9,Jefferson,Total,2277
2012,9,Jefferson,White Only Non-Hisp,1745
2012,9,Jefferson,Black Only Non-Hisp,143
2012,9,Jefferson,Other Non-Hisp,147
2012,9,Jefferson,White Only Hispanic,105
2012,9,Jefferson,Black Only Hispanic,18
2012,9,Jefferson,Total Non-Hispanic,2035
2012,9,Jefferson,Total Hispanic,242
2012,9,Lewis,Total,342
2012,9,Lewis,White Only Non-Hisp,312
2012,9,Lewis,Black Only Non-Hisp,5
2012,9,Lewis,Other Non-Hisp,7
2012,9,Lewis,White Only Hispanic,7
2012,9,Lewis,Black Only Hispanic,0
2012,9,Lewis,Total Non-Hispanic,324
2012,9,Lewis,Total Hispanic,18
2012,9,Livingston,Total,503
2012,9,Livingston,White Only Non-Hisp,471
2012,9,Livingston,Black Only Non-Hisp,1
2012,9,Livingston,Other Non-Hisp,8
2012,9,Livingston,White Only Hispanic,17
2012,9,Livingston,Black Only Hispanic,1
2012,9,Livingston,Total Non-Hispanic,480
2012,9,Livingston,Total Hispanic,23
2012,9,Madison,Total,710
2012,9,Madison,White Only Non-Hisp,658
2012,9,Madison,Black Only Non-Hisp,2
2012,9,Madison,Other Non-Hisp,33
2012,9,Madison,White Only Hispanic,10
2012,9,Madison,Black Only Hispanic,0
2012,9,Madison,Total Non-Hispanic,693
2012,9,Madison,Total Hispanic,17
2012,9,Monroe,Total,8270
2012,9,Monroe,White Only Non-Hisp,4961
2012,9,Monroe,Black Only Non-Hisp,1759
2012,9,Monroe,Other Non-Hisp,672
2012,9,Monroe,White Only Hispanic,484
2012,9,Monroe,Black Only Hispanic,44
2012,9,Monroe,Total Non-Hispanic,7392
2012,9,Monroe,Total Hispanic,878
2012,9,Montgomery,Total,561
2012,9,Montgomery,White Only Non-Hisp,460
2012,9,Montgomery,Black Only Non-Hisp,6
2012,9,Montgomery,Other Non-Hisp,17
2012,9,Montgomery,White Only Hispanic,41
2012,9,Montgomery,Black Only Hispanic,3
2012,9,Montgomery,Total Non-Hispanic,483
2012,9,Montgomery,Total Hispanic,78
2012,9,Nassau,Total,13994
2012,9,Nassau,White Only Non-Hisp,7033
2012,9,Nassau,Black Only Non-Hisp,1712
2012,9,Nassau,Other Non-Hisp,1675
2012,9,Nassau,White Only Hispanic,2359
2012,9,Nassau,Black Only Hispanic,82
2012,9,Nassau,Total Non-Hispanic,10421
2012,9,Nassau,Total Hispanic,3573
2012,9,Niagara,Total,2133
2012,9,Niagara,White Only Non-Hisp,1670
2012,9,Niagara,Black Only Non-Hisp,225
2012,9,Niagara,Other Non-Hisp,152
2012,9,Niagara,White Only Hispanic,45
2012,9,Niagara,Black Only Hispanic,10
2012,9,Niagara,Total Non-Hispanic,2047
2012,9,Niagara,Total Hispanic,86
2012,9,Oneida,Total,2614
2012,9,Oneida,White Only Non-Hisp,1962
2012,9,Oneida,Black Only Non-Hisp,215
2012,9,Oneida,Other Non-Hisp,244
2012,9,Oneida,White Only Hispanic,144
2012,9,Oneida,Black Only Hispanic,7
2012,9,Oneida,Total Non-Hispanic,2422
2012,9,Oneida,Total Hispanic,192
2012,9,Onondaga,Total,5317
2012,9,Onondaga,White Only Non-Hisp,3446
2012,9,Onondaga,Black Only Non-Hisp,897
2012,9,Onondaga,Other Non-Hisp,647
2012,9,Onondaga,White Only Hispanic,105
2012,9,Onondaga,Black Only Hispanic,28
2012,9,Onondaga,Total Non-Hispanic,4990
2012,9,Onondaga,Total Hispanic,327
2012,9,Ontario,Total,1045
2012,9,Ontario,White Only Non-Hisp,897
2012,9,Ontario,Black Only Non-Hisp,20
2012,9,Ontario,Other Non-Hisp,47
2012,9,Ontario,White Only Hispanic,45
2012,9,Ontario,Black Only Hispanic,3
2012,9,Ontario,Total Non-Hispanic,964
2012,9,Ontario,Total Hispanic,81
2012,9,Orange,Total,4724
2012,9,Orange,White Only Non-Hisp,3010
2012,9,Orange,Black Only Non-Hisp,355
2012,9,Orange,Other Non-Hisp,292
2012,9,Orange,White Only Hispanic,577
2012,9,Orange,Black Only Hispanic,59
2012,9,Orange,Total Non-Hispanic,3657
2012,9,Orange,Total Hispanic,1067
2012,9,Orleans,White Only Non-Hisp,356
2012,9,Orleans,Black Only Non-Hisp,6
2012,9,Orleans,Other Non-Hisp,16
2012,9,Orleans,White Only Hispanic,16
2012,9,Orleans,Black Only Hispanic,0
2012,9,Orleans,Total Non-Hispanic,378
2012,9,Orleans,Total Hispanic,24
2012,9,Oswego,Total,1335
2012,9,Oswego,White Only Non-Hisp,1261
2012,9,Oswego,Black Only Non-Hisp,3
2012,9,Oswego,Other Non-Hisp,29
2012,9,Oswego,White Only Hispanic,21
2012,9,Oswego,Black Only Hispanic,2
2012,9,Oswego,Total Non-Hispanic,1295
2012,9,Oswego,Total Hispanic,40
2012,9,Otsego,Total,518
2012,9,Otsego,White Only Non-Hisp,479
2012,9,Otsego,Black Only Non-Hisp,1
2012,9,Otsego,Other Non-Hisp,16
2012,9,Otsego,White Only Hispanic,18
2012,9,Otsego,Black Only Hispanic,0
2012,9,Otsego,Total Non-Hispanic,496
2012,9,Otsego,Total Hispanic,22
2012,9,Putnam,Total,827
2012,9,Putnam,White Only Non-Hisp,614
2012,9,Putnam,Black Only Non-Hisp,15
2012,9,Putnam,Other Non-Hisp,27
2012,9,Putnam,White Only Hispanic,55
2012,9,Putnam,Black Only Hispanic,1
2012,9,Putnam,Total Non-Hispanic,656
2012,9,Putnam,Total Hispanic,171
2012,9,Rensselaer,Total,1598
2012,9,Rensselaer,White Only Non-Hisp,1243
2012,9,Rensselaer,Black Only Non-Hisp,149
2012,9,Rensselaer,Other Non-Hisp,100
2012,9,Rensselaer,White Only Hispanic,61
2012,9,Rensselaer,Black Only Hispanic,10
2012,9,Rensselaer,Total Non-Hispanic,1492
2012,9,Rensselaer,Total Hispanic,106
2012,9,Rockland,Total,4593
2012,9,Rockland,White Only Non-Hisp,2897
2012,9,Rockland,Black Only Non-Hisp,427
2012,9,Rockland,Other Non-Hisp,240
2012,9,Rockland,White Only Hispanic,168
2012,9,Rockland,Black Only Hispanic,4
2012,9,Rockland,Total Non-Hispanic,3565
2012,9,Rockland,Total Hispanic,1028
2012,9,St Lawrence,Total,1250
2012,9,St Lawrence,White Only Non-Hisp,1111
2012,9,St Lawrence,Black Only Non-Hisp,6
2012,9,St Lawrence,Other Non-Hisp,40
2012,9,St Lawrence,White Only Hispanic,36
2012,9,St Lawrence,Black Only Hispanic,1
2012,9,St Lawrence,Total Non-Hispanic,1163
2012,9,St Lawrence,Total Hispanic,87
2012,9,Saratoga,Total,2194
2012,9,Saratoga,White Only Non-Hisp,1977
2012,9,Saratoga,Black Only Non-Hisp,22
2012,9,Saratoga,Other Non-Hisp,146
2012,9,Saratoga,White Only Hispanic,25
2012,9,Saratoga,Black Only Hispanic,1
2012,9,Saratoga,Total Non-Hispanic,2145
2012,9,Saratoga,Total Hispanic,49
2012,9,Schenectady,Total,1938
2012,9,Schenectady,White Only Non-Hisp,1280
