Year,Table,County,Month Prenatal Care Began,Value
2016,12,Sullivan,4th-6th,219
2016,12,Queens,7th-9th,2112
2016,12,Kings,4th-6th,6828
2016,12,Orleans,PNC Unknown,9
2016,12,New York State,4th-6th,39963
2016,12,Sullivan,None,6
2016,12,Seneca,None,1
2016,12,Broome,1st-3rd,1425
2016,12,Clinton,Total,743
2016,12,Columbia,PNC Start Unk,3
2016,12,Queens,4th-6th,5181
2016,12,Putnam,Total,817
2016,12,Sullivan,PNC Unknown,4
2016,12,Columbia,None,1
2016,12,Jefferson,1st-3rd,1564
2016,12,Chemung,PNC Start Unk,3
2016,12,Tioga,Total,473
2016,12,Jefferson,Total,1887
2016,12,Allegany,1st-3rd,354
2016,12,Hamilton,1st-3rd,14
2016,12,Oswego,7th-9th,27
2016,12,Schoharie,None,0
2016,12,Allegany,7th-9th,48
2016,12,Montgomery,7th-9th,66
2016,12,Delaware,4th-6th,71
2016,12,Schenectady,Total,1697
2016,12,Rest of State,1st-3rd,90415
2016,12,Otsego,PNC Start Unk,2
2016,12,Essex,PNC Start Unk,2
2016,12,Genesee,PNC Unknown,14
2016,12,Kings,PNC Start Unk,125
2016,12,Madison,7th-9th,11
2016,12,Madison,None,5
2016,12,Schuyler,PNC Start Unk,0
2016,12,Otsego,7th-9th,19
2016,12,Chemung,PNC Unknown,4
2016,12,St Lawrence,PNC Start Unk,23
2016,12,Cayuga,1st-3rd,599
2016,12,New York,PNC Unknown,210
2016,12,Oswego,PNC Unknown,16
2016,12,Chautauqua,7th-9th,63
2016,12,Franklin,1st-3rd,328
2016,12,Orleans,4th-6th,57
2016,12,Jefferson,7th-9th,44
2016,12,Oswego,4th-6th,231
2016,12,Cayuga,7th-9th,16
2016,12,Ulster,PNC Start Unk,11
2016,12,Niagara,PNC Unknown,89
2016,12,Wayne,None,7
2016,12,Chautauqua,Total,1325
2016,12,Cortland,PNC Start Unk,0
2016,12,Chautauqua,PNC Unknown,54
2016,12,Wyoming,Total,398
2016,12,Kings,7th-9th,2323
2016,12,Ontario,4th-6th,137
2016,12,Cayuga,4th-6th,158
2016,12,Cattaraugus,None,2
2016,12,Rensselaer,PNC Unknown,16
2016,12,Ontario,PNC Start Unk,4
2016,12,Saratoga,4th-6th,338
2016,12,Ontario,7th-9th,25
2016,12,Broome,4th-6th,432
2016,12,Otsego,None,8
2016,12,Westchester,4th-6th,1568
2016,12,Delaware,Total,342
2016,12,Putnam,PNC Unknown,2
2016,12,Rest of State,Total,118263
2016,12,Ulster,Total,1499
2016,12,Putnam,1st-3rd,678
2016,12,Tioga,None,0
2016,12,St Lawrence,None,22
2016,12,Rest of State,4th-6th,19257
2016,12,Westchester,None,41
2016,12,Nassau,4th-6th,1577
2016,12,Fulton,1st-3rd,386
2016,12,Chautauqua,4th-6th,260
2016,12,Westchester,PNC Start Unk,36
2016,12,New York State,Total,232663
2016,12,Richmond,Total,5423
2016,12,Wayne,1st-3rd,622
2016,12,Nassau,7th-9th,432
2016,12,Monroe,Total,7996
2016,12,Rest of State,None,721
2016,12,Columbia,4th-6th,121
2016,12,Montgomery,None,7
2016,12,Franklin,PNC Unknown,9
2016,12,Herkimer,PNC Unknown,2
2016,12,Albany,PNC Unknown,64
2016,12,Clinton,PNC Unknown,1
2016,12,Nassau,1st-3rd,11950
2016,12,Oswego,PNC Start Unk,5
2016,12,St Lawrence,PNC Unknown,40
2016,12,Orange,PNC Start Unk,15
2016,12,Warren,PNC Start Unk,4
2016,12,Allegany,Total,500
2016,12,Orleans,PNC Start Unk,3
2016,12,Delaware,PNC Unknown,4
2016,12,Lewis,4th-6th,51
2016,12,Greene,1st-3rd,279
2016,12,Bronx,Total,20831
2016,12,Rensselaer,Total,1695
2016,12,Richmond,None,21
2016,12,Greene,7th-9th,14
2016,12,Erie,Total,9885
2016,12,Essex,None,6
2016,12,Genesee,7th-9th,23
2016,12,Cayuga,Total,779
2016,12,Rest of State,PNC Start Unk,615
2016,12,Yates,None,1
2016,12,New York,7th-9th,787
2016,12,Herkimer,None,7
2016,12,Genesee,Total,577
2016,12,Orleans,1st-3rd,323
2016,12,Richmond,1st-3rd,4641
2016,12,Washington,4th-6th,108
2016,12,Tompkins,PNC Unknown,1
2016,12,Orange,1st-3rd,3584
2016,12,Fulton,Total,507
2016,12,Oswego,1st-3rd,1036
2016,12,Columbia,PNC Unknown,3
2016,12,Kings,Total,40802
2016,12,Delaware,None,2
2016,12,Steuben,4th-6th,200
2016,12,Schoharie,Total,240
2016,12,Wayne,PNC Unknown,31
2016,12,Dutchess,PNC Unknown,16
2016,12,Rensselaer,7th-9th,57
2016,12,Fulton,PNC Start Unk,2
2016,12,Yates,4th-6th,122
2016,12,Chemung,None,7
2016,12,Allegany,None,8
2016,12,Seneca,4th-6th,99
2016,12,Clinton,7th-9th,18
2016,12,New York State,None,1190
2016,12,Otsego,1st-3rd,364
2016,12,Rensselaer,PNC Start Unk,11
2016,12,Warren,PNC Unknown,6
2016,12,Oneida,PNC Start Unk,6
2016,12,Hamilton,None,0
2016,12,Suffolk,4th-6th,2222
2016,12,Jefferson,PNC Start Unk,9
2016,12,New York City,Total,114400
2016,12,Lewis,None,2
2016,12,Broome,Total,1983
2016,12,Niagara,7th-9th,141
2017,12,New York State,Total,228501
2017,12,New York State,1st-3rd,170476
2017,12,New York State,4th-6th,39934
2017,12,New York State,7th-9th,11261
2017,12,New York State,None,753
2017,12,New York State,PNC Start Unk,1128
2017,12,New York State,PNC Unknown,4949
2017,12,New York City,Total,110682
2017,12,New York City,1st-3rd,81116
2017,12,New York City,4th-6th,19824
2017,12,New York City,7th-9th,6896
2017,12,New York City,None,14
2017,12,New York City,PNC Start Unk,880
2017,12,New York City,PNC Unknown,1952
2017,12,Bronx,Total,20246
2017,12,Bronx,1st-3rd,11617
2017,12,Bronx,4th-6th,5844
2017,12,Bronx,7th-9th,2050
2017,12,Bronx,None,3
2017,12,Bronx,PNC Start Unk,331
2017,12,Bronx,PNC Unknown,401
2017,12,Kings,Total,39068
2017,12,Kings,1st-3rd,29412
2017,12,Kings,4th-6th,6588
2017,12,Kings,7th-9th,2086
2017,12,Kings,None,3
2017,12,Kings,PNC Start Unk,190
2017,12,Kings,PNC Unknown,789
2017,12,New York,Total,17142
2017,12,New York,1st-3rd,13929
2017,12,New York,4th-6th,2050
2017,12,New York,7th-9th,733
2017,12,New York,None,0
2017,12,New York,PNC Start Unk,123
2017,12,New York,PNC Unknown,307
2017,12,Queens,Total,28872
2017,12,Queens,1st-3rd,21476
2017,12,Queens,4th-6th,4820
2017,12,Queens,7th-9th,1926
2017,12,Queens,None,8
2017,12,Queens,PNC Start Unk,209
2017,12,Queens,PNC Unknown,433
2017,12,Richmond,Total,5354
2017,12,Richmond,1st-3rd,4682
2017,12,Richmond,4th-6th,522
2017,12,Richmond,7th-9th,101
2017,12,Richmond,None,0
2017,12,Richmond,PNC Start Unk,27
2017,12,Richmond,PNC Unknown,22
2017,12,Rest of State,Total,117819
2017,12,Rest of State,1st-3rd,89360
2017,12,Rest of State,4th-6th,20110
2017,12,Rest of State,7th-9th,4365
2017,12,Rest of State,None,739
2017,12,Rest of State,PNC Start Unk,248
2017,12,Rest of State,PNC Unknown,2997
2017,12,Albany,Total,3177
2017,12,Albany,1st-3rd,2361
2017,12,Albany,4th-6th,566
2017,12,Albany,7th-9th,155
2017,12,Albany,None,31
2017,12,Albany,PNC Start Unk,6
2017,12,Albany,PNC Unknown,58
2017,12,Allegany,Total,486
2017,12,Allegany,1st-3rd,348
2017,12,Allegany,4th-6th,76
2017,12,Allegany,7th-9th,37
2017,12,Allegany,None,7
2017,12,Allegany,PNC Start Unk,1
2017,12,Allegany,PNC Unknown,17
2017,12,Broome,Total,1976
2017,12,Broome,1st-3rd,1357
2017,12,Broome,4th-6th,476
2017,12,Broome,7th-9th,116
2017,12,Broome,None,15
2017,12,Broome,PNC Start Unk,5
2017,12,Broome,PNC Unknown,7
2017,12,Cattaraugus,Total,817
2017,12,Cattaraugus,1st-3rd,523
2017,12,Cattaraugus,4th-6th,162
2017,12,Cattaraugus,7th-9th,32
2017,12,Cattaraugus,None,12
2017,12,Cattaraugus,PNC Start Unk,2
2017,12,Cattaraugus,PNC Unknown,86
2017,12,Cayuga,Total,781
2017,12,Cayuga,1st-3rd,562
2017,12,Cayuga,4th-6th,184
2017,12,Cayuga,7th-9th,26
2017,12,Cayuga,None,3
2017,12,Cayuga,PNC Start Unk,1
2017,12,Cayuga,PNC Unknown,5
2017,12,Chautauqua,Total,1349
2017,12,Chautauqua,1st-3rd,898
2017,12,Chautauqua,4th-6th,312
2017,12,Chautauqua,7th-9th,70
2017,12,Chautauqua,None,17
2017,12,Chautauqua,PNC Start Unk,5
2017,12,Chautauqua,PNC Unknown,47
2017,12,Chemung,Total,898
2017,12,Chemung,1st-3rd,742
2017,12,Chemung,4th-6th,124
2017,12,Chemung,7th-9th,24
2017,12,Chemung,None,3
2017,12,Chemung,PNC Start Unk,3
2017,12,Chemung,PNC Unknown,2
2017,12,Chenango,Total,489
2017,12,Chenango,1st-3rd,378
2017,12,Chenango,4th-6th,85
2017,12,Chenango,7th-9th,16
2017,12,Chenango,None,2
2017,12,Chenango,PNC Start Unk,0
2017,12,Chenango,PNC Unknown,8
2017,12,Clinton,Total,711
2017,12,Clinton,1st-3rd,557
2017,12,Clinton,4th-6th,86
2017,12,Clinton,7th-9th,19
2017,12,Clinton,None,45
2017,12,Clinton,PNC Start Unk,2
2017,12,Clinton,PNC Unknown,2
2017,12,Columbia,Total,507
2017,12,Columbia,1st-3rd,350
2017,12,Columbia,4th-6th,106
2017,12,Columbia,7th-9th,30
2017,12,Columbia,None,7
2017,12,Columbia,PNC Start Unk,2
2017,12,Columbia,PNC Unknown,12
2017,12,Cortland,Total,480
2017,12,Cortland,1st-3rd,367
2017,12,Cortland,4th-6th,84
2017,12,Cortland,7th-9th,11
2017,12,Cortland,None,1
2017,12,Cortland,PNC Start Unk,3
2017,12,Cortland,PNC Unknown,14
2017,12,Delaware,Total,359
2017,12,Delaware,1st-3rd,245
2017,12,Delaware,4th-6th,97
2017,12,Delaware,7th-9th,13
2017,12,Delaware,None,2
2017,12,Delaware,PNC Start Unk,1
2017,12,Delaware,PNC Unknown,1
2017,12,Dutchess,Total,2596
2017,12,Dutchess,1st-3rd,2185
2017,12,Dutchess,4th-6th,302
2017,12,Dutchess,7th-9th,80
2017,12,Dutchess,None,19
2017,12,Dutchess,PNC Start Unk,4
2017,12,Dutchess,PNC Unknown,6
2017,12,Erie,Total,9849
2017,12,Erie,1st-3rd,7323
2017,12,Erie,4th-6th,1592
2017,12,Erie,7th-9th,352
2017,12,Erie,None,78
2017,12,Erie,PNC Start Unk,13
2017,12,Erie,PNC Unknown,491
2017,12,Essex,Total,283
2017,12,Essex,1st-3rd,194
2017,12,Essex,4th-6th,65
2017,12,Essex,7th-9th,7
2017,12,Essex,None,12
2017,12,Essex,PNC Start Unk,1
2017,12,Essex,PNC Unknown,4
2017,12,Franklin,Total,440
2017,12,Franklin,1st-3rd,311
2017,12,Franklin,4th-6th,85
2017,12,Franklin,7th-9th,23
2017,12,Franklin,None,6
2017,12,Franklin,PNC Start Unk,7
2017,12,Franklin,PNC Unknown,8
2017,12,Fulton,Total,538
2017,12,Fulton,1st-3rd,416
2017,12,Fulton,4th-6th,101
2017,12,Fulton,7th-9th,16
2017,12,Fulton,None,3
2017,12,Fulton,PNC Start Unk,0
2017,12,Fulton,PNC Unknown,2
2017,12,Genesee,Total,551
2017,12,Genesee,1st-3rd,418
2017,12,Genesee,4th-6th,81
2017,12,Genesee,7th-9th,25
2017,12,Genesee,None,3
2017,12,Genesee,PNC Start Unk,3
2017,12,Genesee,PNC Unknown,21
2017,12,Greene,Total,386
2017,12,Greene,1st-3rd,277
2017,12,Greene,4th-6th,85
2017,12,Greene,7th-9th,16
2017,12,Greene,None,4
2017,12,Greene,PNC Start Unk,0
2017,12,Greene,PNC Unknown,4
2017,12,Hamilton,Total,27
2017,12,Hamilton,1st-3rd,16
2017,12,Hamilton,4th-6th,7
2017,12,Hamilton,7th-9th,1
2017,12,Hamilton,None,0
2017,12,Hamilton,PNC Start Unk,0
2017,12,Hamilton,PNC Unknown,3
2017,12,Herkimer,Total,588
2017,12,Herkimer,1st-3rd,404
2017,12,Herkimer,4th-6th,147
2017,12,Herkimer,7th-9th,29
2017,12,Herkimer,None,5
2017,12,Herkimer,PNC Start Unk,1
2017,12,Herkimer,PNC Unknown,2
2017,12,Jefferson,Total,2005
2017,12,Jefferson,1st-3rd,1583
2017,12,Jefferson,4th-6th,355
2017,12,Jefferson,7th-9th,43
2017,12,Jefferson,None,6
2017,12,Jefferson,PNC Start Unk,2
2017,12,Jefferson,PNC Unknown,16
2017,12,Lewis,Total,335
2017,12,Lewis,1st-3rd,263
2017,12,Lewis,4th-6th,48
2017,12,Lewis,7th-9th,20
2017,12,Lewis,None,2
2017,12,Lewis,PNC Start Unk,0
2017,12,Lewis,PNC Unknown,2
2017,12,Livingston,Total,502
2017,12,Livingston,1st-3rd,382
2017,12,Livingston,4th-6th,74
2017,12,Livingston,7th-9th,23
2017,12,Livingston,None,4
2017,12,Livingston,PNC Start Unk,1
2017,12,Livingston,PNC Unknown,18
2017,12,Madison,Total,672
2017,12,Madison,1st-3rd,529
2017,12,Madison,4th-6th,101
2017,12,Madison,7th-9th,19
2017,12,Madison,None,4
2017,12,Madison,PNC Start Unk,0
2017,12,Madison,PNC Unknown,19
2017,12,Monroe,Total,7884
2017,12,Monroe,1st-3rd,5902
2017,12,Monroe,4th-6th,1254
2017,12,Monroe,7th-9th,262
2017,12,Monroe,None,36
2017,12,Monroe,PNC Start Unk,7
2017,12,Monroe,PNC Unknown,423
2017,12,Montgomery,Total,615
2017,12,Montgomery,1st-3rd,401
2017,12,Montgomery,4th-6th,131
2017,12,Montgomery,7th-9th,75
2017,12,Montgomery,None,5
2017,12,Montgomery,PNC Start Unk,2
2017,12,Montgomery,PNC Unknown,1
2017,12,Nassau,Total,14184
2017,12,Nassau,1st-3rd,11851
2017,12,Nassau,4th-6th,1690
2017,12,Nassau,7th-9th,406
2017,12,Nassau,None,34
2017,12,Nassau,PNC Start Unk,30
2017,12,Nassau,PNC Unknown,173
2017,12,Niagara,Total,2116
2017,12,Niagara,1st-3rd,1333
2017,12,Niagara,4th-6th,581
2017,12,Niagara,7th-9th,123
2017,12,Niagara,None,16
2017,12,Niagara,PNC Start Unk,3
2017,12,Niagara,PNC Unknown,60
2017,12,Oneida,Total,2566
2017,12,Oneida,1st-3rd,1851
2017,12,Oneida,4th-6th,566
2017,12,Oneida,7th-9th,117
2017,12,Oneida,None,22
2017,12,Oneida,PNC Start Unk,3
2017,12,Oneida,PNC Unknown,7
2017,12,Onondaga,Total,5061
2017,12,Onondaga,1st-3rd,3892
2017,12,Onondaga,4th-6th,966
2017,12,Onondaga,7th-9th,159
2017,12,Onondaga,None,39
2017,12,Onondaga,PNC Start Unk,1
2017,12,Onondaga,PNC Unknown,4
2017,12,Ontario,Total,976
2017,12,Ontario,1st-3rd,752
2017,12,Ontario,4th-6th,176
2017,12,Ontario,7th-9th,30
2017,12,Ontario,None,3
2017,12,Ontario,PNC Start Unk,1
2017,12,Ontario,PNC Unknown,14
2017,12,Orange,Total,5085
2017,12,Orange,1st-3rd,3638
2017,12,Orange,4th-6th,986
2017,12,Orange,7th-9th,219
2017,12,Orange,None,25
2017,12,Orange,PNC Start Unk,24
2017,12,Orange,PNC Unknown,193
2017,12,Orleans,Total,411
2017,12,Orleans,1st-3rd,312
2017,12,Orleans,4th-6th,64
2017,12,Orleans,7th-9th,19
2017,12,Orleans,None,2
2017,12,Orleans,PNC Start Unk,1
2017,12,Orleans,PNC Unknown,13
2017,12,Oswego,Total,1247
2017,12,Oswego,1st-3rd,895
2017,12,Oswego,4th-6th,280
2017,12,Oswego,7th-9th,38
2017,12,Oswego,None,14
2017,12,Oswego,PNC Start Unk,0
2017,12,Oswego,PNC Unknown,20
2017,12,Otsego,Total,487
2017,12,Otsego,1st-3rd,350
2017,12,Otsego,4th-6th,100
2017,12,Otsego,7th-9th,19
2017,12,Otsego,None,4
2017,12,Otsego,PNC Start Unk,0
2017,12,Otsego,PNC Unknown,14
2017,12,Putnam,Total,798
2017,12,Putnam,1st-3rd,698
2017,12,Putnam,4th-6th,76
2017,12,Putnam,7th-9th,17
2017,12,Putnam,None,4
2017,12,Putnam,PNC Start Unk,1
2017,12,Putnam,PNC Unknown,2
2017,12,Rensselaer,Total,1562
2017,12,Rensselaer,1st-3rd,1219
2017,12,Rensselaer,4th-6th,260
2017,12,Rensselaer,7th-9th,43
2017,12,Rensselaer,None,19
2017,12,Rensselaer,PNC Start Unk,1
2017,12,Rensselaer,PNC Unknown,20
2017,12,Rockland,Total,5474
2017,12,Rockland,1st-3rd,3780
2017,12,Rockland,4th-6th,1208
2017,12,Rockland,7th-9th,188
2017,12,Rockland,None,11
2017,12,Rockland,PNC Start Unk,18
2017,12,Rockland,PNC Unknown,269
2017,12,St Lawrence,Total,1027
2017,12,St Lawrence,1st-3rd,741
2017,12,St Lawrence,4th-6th,163
2017,12,St Lawrence,7th-9th,41
2017,12,St Lawrence,None,13
2017,12,St Lawrence,PNC Start Unk,17
2017,12,St Lawrence,PNC Unknown,52
2017,12,Saratoga,Total,2145
2017,12,Saratoga,1st-3rd,1676
2017,12,Saratoga,4th-6th,391
2017,12,Saratoga,7th-9th,48
2017,12,Saratoga,None,9
2017,12,Saratoga,PNC Start Unk,2
2017,12,Saratoga,PNC Unknown,19
2017,12,Schenectady,Total,1725
2017,12,Schenectady,1st-3rd,1296
2017,12,Schenectady,4th-6th,309
2017,12,Schenectady,7th-9th,87
2017,12,Schenectady,None,12
2017,12,Schenectady,PNC Start Unk,2
2017,12,Schenectady,PNC Unknown,19
2017,12,Schoharie,Total,245
2017,12,Schoharie,1st-3rd,191
2017,12,Schoharie,4th-6th,43
2017,12,Schoharie,7th-9th,7
2017,12,Schoharie,None,2
2017,12,Schoharie,PNC Start Unk,0
2017,12,Schoharie,PNC Unknown,2
2017,12,Schuyler,Total,162
2017,12,Schuyler,1st-3rd,121
2017,12,Schuyler,4th-6th,35
2017,12,Schuyler,7th-9th,3
2017,12,Schuyler,None,1
2017,12,Schuyler,PNC Start Unk,0
2017,12,Schuyler,PNC Unknown,2
2017,12,Seneca,Total,340
2017,12,Seneca,1st-3rd,188
2017,12,Seneca,4th-6th,120
2017,12,Seneca,7th-9th,25
2017,12,Seneca,None,2
2017,12,Seneca,PNC Start Unk,2
2017,12,Seneca,PNC Unknown,3
2017,12,Steuben,Total,997
2017,12,Steuben,1st-3rd,684
2017,12,Steuben,4th-6th,232
2017,12,Steuben,7th-9th,59
2017,12,Steuben,None,8
2017,12,Steuben,PNC Start Unk,2
2017,12,Steuben,PNC Unknown,12
2017,12,Suffolk,Total,15334
2017,12,Suffolk,1st-3rd,11959
2017,12,Suffolk,4th-6th,2205
2017,12,Suffolk,7th-9th,547
2017,12,Suffolk,None,98
2017,12,Suffolk,PNC Start Unk,30
2017,12,Suffolk,PNC Unknown,495
2017,12,Sullivan,Total,797
2017,12,Sullivan,1st-3rd,539
2017,12,Sullivan,4th-6th,198
2017,12,Sullivan,7th-9th,44
2017,12,Sullivan,None,8
2017,12,Sullivan,PNC Start Unk,3
2017,12,Sullivan,PNC Unknown,5
2017,12,Tioga,Total,431
2017,12,Tioga,1st-3rd,320
2017,12,Tioga,4th-6th,90
2017,12,Tioga,7th-9th,19
2017,12,Tioga,None,1
2017,12,Tioga,PNC Start Unk,1
2017,12,Tioga,PNC Unknown,0
2017,12,Tompkins,Total,767
2017,12,Tompkins,1st-3rd,599
2017,12,Tompkins,4th-6th,138
2017,12,Tompkins,7th-9th,23
2017,12,Tompkins,None,5
2017,12,Tompkins,PNC Start Unk,0
2017,12,Tompkins,PNC Unknown,2
2017,12,Ulster,Total,1468
2017,12,Ulster,1st-3rd,1048
2017,12,Ulster,4th-6th,308
2017,12,Ulster,7th-9th,87
2017,12,Ulster,None,6
2017,12,Ulster,PNC Start Unk,3
2017,12,Ulster,PNC Unknown,16
2017,12,Warren,Total,542
2017,12,Warren,1st-3rd,429
2017,12,Warren,4th-6th,83
2017,12,Warren,7th-9th,23
2017,12,Warren,None,0
2017,12,Warren,PNC Start Unk,0
2017,12,Warren,PNC Unknown,7
2017,12,Washington,Total,526
2017,12,Washington,1st-3rd,404
2017,12,Washington,4th-6th,90
2017,12,Washington,7th-9th,21
2017,12,Washington,None,1
2017,12,Washington,PNC Start Unk,3
2017,12,Washington,PNC Unknown,7
2017,12,Wayne,Total,949
2017,12,Wayne,1st-3rd,583
2017,12,Wayne,4th-6th,290
2017,12,Wayne,7th-9th,35
2017,12,Wayne,None,6
2017,12,Wayne,PNC Start Unk,1
2017,12,Wayne,PNC Unknown,34
2017,12,Westchester,Total,10429
2017,12,Westchester,1st-3rd,8280
2017,12,Westchester,4th-6th,1503
2017,12,Westchester,7th-9th,349
2017,12,Westchester,None,40
2017,12,Westchester,PNC Start Unk,20
2017,12,Westchester,PNC Unknown,237
2017,12,Wyoming,Total,347
2017,12,Wyoming,1st-3rd,287
2017,12,Wyoming,4th-6th,39
2017,12,Wyoming,7th-9th,8
2017,12,Wyoming,None,1
2017,12,Wyoming,PNC Start Unk,2
2017,12,Wyoming,PNC Unknown,10
2017,12,Yates,Total,320
2017,12,Yates,1st-3rd,152
2017,12,Yates,4th-6th,134
2017,12,Yates,7th-9th,21
2017,12,Yates,None,1
2017,12,Yates,PNC Start Unk,5
2017,12,Yates,PNC Unknown,7
2018,12,New York State,Total,225162
2018,12,New York State,1st-3rd,168269
2018,12,New York State,4th-6th,38576
2018,12,New York State,7th-9th,10575
2018,12,New York State,None,1273
2018,12,New York State,PNC Start Unk,2581
2018,12,New York State,PNC Unknown,3888
2018,12,New York City,Total,107821
2018,12,New York City,1st-3rd,78861
2018,12,New York City,4th-6th,19435
2018,12,New York City,7th-9th,6502
2018,12,New York City,None,559
2018,12,New York City,PNC Start Unk,2226
2018,12,New York City,PNC Unknown,238
2018,12,Bronx,Total,19778
2018,12,Bronx,1st-3rd,11682
2018,12,Bronx,4th-6th,5391
2018,12,Bronx,7th-9th,2017
2018,12,Bronx,None,126
2018,12,Bronx,PNC Start Unk,542
2018,12,Bronx,PNC Unknown,20
2018,12,Kings,Total,38435
2018,12,Kings,1st-3rd,28747
2018,12,Kings,4th-6th,6549
2018,12,Kings,7th-9th,1982
2018,12,Kings,None,181
2018,12,Kings,PNC Start Unk,935
2018,12,Kings,PNC Unknown,41
2018,12,New York,Total,16654
2018,12,New York,1st-3rd,13332
2018,12,New York,4th-6th,2212
2018,12,New York,7th-9th,693
2018,12,New York,None,57
2018,12,New York,PNC Start Unk,354
2018,12,New York,PNC Unknown,6
2018,12,Queens,Total,27865
2018,12,Queens,1st-3rd,20702
2018,12,Queens,4th-6th,4743
2018,12,Queens,7th-9th,1706
2018,12,Queens,None,170
2018,12,Queens,PNC Start Unk,375
2018,12,Queens,PNC Unknown,169
2018,12,Richmond,Total,5089
2018,12,Richmond,1st-3rd,4398
2018,12,Richmond,4th-6th,540
2018,12,Richmond,7th-9th,104
2018,12,Richmond,None,25
2018,12,Richmond,PNC Start Unk,20
2018,12,Richmond,PNC Unknown,2
2018,12,Rest of State,Total,117341
2018,12,Rest of State,1st-3rd,89408
2018,12,Rest of State,4th-6th,19141
2018,12,Rest of State,7th-9th,4073
2018,12,Rest of State,None,714
2018,12,Rest of State,PNC Start Unk,355
2018,12,Rest of State,PNC Unknown,3650
2018,12,Albany,Total,2957
2018,12,Albany,1st-3rd,2331
2018,12,Albany,4th-6th,438
2018,12,Albany,7th-9th,99
2018,12,Albany,None,45
2018,12,Albany,PNC Start Unk,5
2018,12,Albany,PNC Unknown,39
2018,12,Allegany,Total,469
2018,12,Allegany,1st-3rd,310
2018,12,Allegany,4th-6th,97
2018,12,Allegany,7th-9th,35
2018,12,Allegany,None,5
2018,12,Allegany,PNC Start Unk,1
2018,12,Allegany,PNC Unknown,21
2018,12,Broome,Total,1875
2018,12,Broome,1st-3rd,1327
2018,12,Broome,4th-6th,431
2018,12,Broome,7th-9th,94
2018,12,Broome,None,18
2018,12,Broome,PNC Start Unk,2
2018,12,Broome,PNC Unknown,3
2018,12,Cattaraugus,Total,867
2018,12,Cattaraugus,1st-3rd,571
2018,12,Cattaraugus,4th-6th,142
2018,12,Cattaraugus,7th-9th,36
2018,12,Cattaraugus,None,8
2018,12,Cattaraugus,PNC Start Unk,4
2018,12,Cattaraugus,PNC Unknown,106
2018,12,Cayuga,Total,724
2018,12,Cayuga,1st-3rd,548
2018,12,Cayuga,4th-6th,148
2018,12,Cayuga,7th-9th,18
2018,12,Cayuga,None,8
2018,12,Cayuga,PNC Start Unk,1
2018,12,Cayuga,PNC Unknown,1
2018,12,Chautauqua,Total,1304
2018,12,Chautauqua,1st-3rd,886
2018,12,Chautauqua,4th-6th,284
2018,12,Chautauqua,7th-9th,65
2018,12,Chautauqua,None,10
2018,12,Chautauqua,PNC Start Unk,2
2018,12,Chautauqua,PNC Unknown,57
2018,12,Chemung,Total,872
2018,12,Chemung,1st-3rd,692
2018,12,Chemung,4th-6th,152
2018,12,Chemung,7th-9th,22
2018,12,Chemung,None,3
2018,12,Chemung,PNC Start Unk,2
2018,12,Chemung,PNC Unknown,1
2018,12,Chenango,Total,463
2018,12,Chenango,1st-3rd,313
2018,12,Chenango,4th-6th,133
2018,12,Chenango,7th-9th,12
2018,12,Chenango,None,2
2018,12,Chenango,PNC Start Unk,1
2018,12,Chenango,PNC Unknown,2
2018,12,Clinton,Total,719
2018,12,Clinton,1st-3rd,590
2018,12,Clinton,4th-6th,82
2018,12,Clinton,7th-9th,23
2018,12,Clinton,None,22
2018,12,Clinton,PNC Start Unk,2
2018,12,Clinton,PNC Unknown,0
2018,12,Columbia,Total,471
2018,12,Columbia,1st-3rd,340
2018,12,Columbia,4th-6th,87
2018,12,Columbia,7th-9th,24
2018,12,Columbia,None,6
2018,12,Columbia,PNC Start Unk,10
2018,12,Columbia,PNC Unknown,4
2018,12,Cortland,Total,457
2018,12,Cortland,1st-3rd,358
2018,12,Cortland,4th-6th,72
2018,12,Cortland,7th-9th,11
2018,12,Cortland,None,0
2018,12,Cortland,PNC Start Unk,1
2018,12,Cortland,PNC Unknown,15
2018,12,Delaware,Total,396
2018,12,Delaware,1st-3rd,263
2018,12,Delaware,4th-6th,124
2018,12,Delaware,7th-9th,7
2018,12,Delaware,None,0
2018,12,Delaware,PNC Start Unk,1
2018,12,Delaware,PNC Unknown,1
2018,12,Dutchess,Total,2542
2018,12,Dutchess,1st-3rd,2156
2018,12,Dutchess,4th-6th,285
2018,12,Dutchess,7th-9th,77
2018,12,Dutchess,None,19
2018,12,Dutchess,PNC Start Unk,1
2018,12,Dutchess,PNC Unknown,4
2018,12,Erie,Total,9794
2018,12,Erie,1st-3rd,7359
2018,12,Erie,4th-6th,1413
2018,12,Erie,7th-9th,309
2018,12,Erie,None,68
2018,12,Erie,PNC Start Unk,10
2018,12,Erie,PNC Unknown,635
2018,12,Essex,Total,308
2018,12,Essex,1st-3rd,244
2018,12,Essex,4th-6th,42
2018,12,Essex,7th-9th,11
2018,12,Essex,None,9
2018,12,Essex,PNC Start Unk,1
2018,12,Essex,PNC Unknown,1
2018,12,Franklin,Total,467
2018,12,Franklin,1st-3rd,348
2018,12,Franklin,4th-6th,72
2018,12,Franklin,7th-9th,36
2018,12,Franklin,None,5
2018,12,Franklin,PNC Start Unk,2
2018,12,Franklin,PNC Unknown,4
2018,12,Fulton,Total,519
2018,12,Fulton,1st-3rd,400
2018,12,Fulton,4th-6th,92
